baseline_path,current_path,affected_rules,source_migration,baseline_expectation,current_expectation
tests/conformance/cases/run-sysfile-empty.wf,tests/conformance/cases/run-sysfile-empty.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-sysfile-exact.wf,tests/conformance/cases/run-sysfile-exact.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-sysfile-failed-open-returns-permit.wf,tests/conformance/cases/run-sysfile-failed-open-returns-permit.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-sysfile-multichunk.wf,tests/conformance/cases/run-sysfile-multichunk.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-sysfile-short.wf,tests/conformance/cases/run-sysfile-short.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-syshost-copybytes-toosmall-unchanged.wf,tests/conformance/cases/run-syshost-copybytes-toosmall-unchanged.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-syshost-copyutf8-invalid-unchanged.wf,tests/conformance/cases/run-syshost-copyutf8-invalid-unchanged.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-syshost-copyutf8-toosmall-unchanged.wf,tests/conformance/cases/run-syshost-copyutf8-toosmall-unchanged.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-syshost-nontext-argv-bytes-roundtrip.wf,tests/conformance/cases/run-syshost-nontext-argv-bytes-roundtrip.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-sysin-read-to-end.wf,tests/conformance/cases/run-sysin-read-to-end.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3;GRAM-2,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds; Rename source identifiers that conflict with the entry former where present,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-sysout-basic-write.wf,tests/conformance/cases/run-sysout-basic-write.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/run-sysout-redirect-same-sink-order.wf,tests/conformance/cases/run-sysout-redirect-same-sink-order.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/s16-pos-result-list-reaches-both-let-binders.wf,tests/conformance/cases/s16-pos-result-list-reaches-both-let-binders.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/s16-pos-result-list-reaches-both-set-targets.wf,tests/conformance/cases/s16-pos-result-list-reaches-both-set-targets.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/set1-neg-a-run-element-target-needs-its-subscript-bound.wf,tests/conformance/cases/set1-neg-a-run-element-target-needs-its-subscript-bound.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OP-4""}","{""kind"":""reject"",""rule"":""OP-4""}"
tests/conformance/cases/set1-pos-a-run-element-is-a-set-target.wf,tests/conformance/cases/set1-pos-a-run-element-is-a-set-target.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/set1-pos-index-is-captured-before-rhs-borrow.wf,tests/conformance/cases/set1-pos-index-is-captured-before-rhs-borrow.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/set2-neg-region-bearing-target.wf,tests/conformance/cases/set2-neg-region-bearing-target.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""SET-2""}","{""kind"":""reject"",""rule"":""SET-2""}"
tests/conformance/cases/set2-pos-a-run-element-is-a-replace-target.wf,tests/conformance/cases/set2-pos-a-run-element-is-a-replace-target.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/stor1-neg-an-affine-element-target-with-no-read-out.wf,tests/conformance/cases/stor1-neg-an-affine-element-target-with-no-read-out.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""STOR-1""}","{""kind"":""reject"",""rule"":""STOR-1""}"
tests/conformance/cases/stor5-neg-arena-new-region-bearing.wf,tests/conformance/cases/stor5-neg-arena-new-region-bearing.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""STOR-5""}","{""kind"":""reject"",""rule"":""STOR-5""}"
tests/conformance/cases/sys14-entry-kind-closed.wf,tests/conformance/cases/sys14-entry-kind-closed.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3;GRAM-2,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds; Rename source identifiers that conflict with the entry former where present,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/sys14-list-handle-affine.wf,tests/conformance/cases/sys14-list-handle-affine.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-1""}","{""kind"":""reject"",""rule"":""OWN-1""}"
tests/conformance/cases/sys14-list-handle-unique.wf,tests/conformance/cases/sys14-list-handle-unique.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-5""}","{""kind"":""reject"",""rule"":""OWN-5""}"
tests/conformance/cases/sys14-list-outcome-exhaustive.wf,tests/conformance/cases/sys14-list-outcome-exhaustive.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3;GRAM-2,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds; Rename source identifiers that conflict with the entry former where present,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/sys14-list-zero-range.wf,tests/conformance/cases/sys14-list-zero-range.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/sys14-no-path-from-bytes.wf,tests/conformance/cases/sys14-no-path-from-bytes.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3;GRAM-2,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds; Rename source identifiers that conflict with the entry former where present,"{""kind"":""reject"",""rule"":""TYPE-5""}","{""kind"":""reject"",""rule"":""TYPE-5""}"
tests/conformance/cases/sys14-open-directory-component.wf,tests/conformance/cases/sys14-open-directory-component.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/sys14-open-directory-empty-name.wf,tests/conformance/cases/sys14-open-directory-empty-name.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/sys14-open-directory-success.wf,tests/conformance/cases/sys14-open-directory-success.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/sysin-read-outcome-exhaustive.wf,tests/conformance/cases/sysin-read-outcome-exhaustive.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""ERR-2""}","{""kind"":""reject"",""rule"":""ERR-2""}"
tests/conformance/cases/sysin-read-zero-range.wf,tests/conformance/cases/sysin-read-zero-range.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/systcp-connection-field-effect-paths.wf,tests/conformance/cases/systcp-connection-field-effect-paths.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""accept""}","{""kind"":""accept""}"
tests/conformance/cases/systcp-connection-two-halves.wf,tests/conformance/cases/systcp-connection-two-halves.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""accept""}","{""kind"":""accept""}"
tests/conformance/cases/type2-neg-an-affine-element-moved-outside-its-own-commit.wf,tests/conformance/cases/type2-neg-an-affine-element-moved-outside-its-own-commit.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""TYPE-2""}","{""kind"":""reject"",""rule"":""TYPE-2""}"
tests/conformance/cases/type5-neg-index-offset-type.wf,tests/conformance/cases/type5-neg-index-offset-type.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""TYPE-5""}","{""kind"":""reject"",""rule"":""TYPE-5""}"
tests/conformance/cases/type7-neg-a-run-holder-written-where-the-run-is-required.wf,tests/conformance/cases/type7-neg-a-run-holder-written-where-the-run-is-required.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""TYPE-7""}","{""kind"":""reject"",""rule"":""TYPE-7""}"
tests/conformance/cases/v033-pos-shared-contract-define.wf,tests/conformance/cases/v033-pos-shared-contract-define.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""accept""}","{""kind"":""accept""}"
tests/conformance/cases/v033-pos-uninhabited-contract.wf,tests/conformance/cases/v033-pos-uninhabited-contract.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""accept""}","{""kind"":""accept""}"
tests/conformance/cases/v033-run-open-file-directory.wf,tests/conformance/cases/v033-run-open-file-directory.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/v033-run-open-file-regular.wf,tests/conformance/cases/v033-run-open-file-regular.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/v033-run-system-nonzero-next.wf,tests/conformance/cases/v033-run-system-nonzero-next.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/view1-neg-a-move-of-a-shared-view.wf,tests/conformance/cases/view1-neg-a-move-of-a-shared-view.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-1""}","{""kind"":""reject"",""rule"":""OWN-1""}"
tests/conformance/cases/view1-neg-an-element-write-through-a-shared-view.wf,tests/conformance/cases/view1-neg-an-element-write-through-a-shared-view.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""SET-1""}","{""kind"":""reject"",""rule"":""SET-1""}"
tests/conformance/cases/view1-pos-a-shared-view-is-used-twice-without-move.wf,tests/conformance/cases/view1-pos-a-shared-view-is-used-twice-without-move.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/view1-pos-an-element-write-through-an-exclusive-view.wf,tests/conformance/cases/view1-pos-an-element-write-through-an-exclusive-view.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/view2-neg-an-element-write-while-a-child-view-lives.wf,tests/conformance/cases/view2-neg-an-element-write-while-a-child-view-lives.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-5""}","{""kind"":""reject"",""rule"":""OWN-5""}"
tests/conformance/cases/view2-neg-an-exclusive-view-takes-a-unique-borrow.wf,tests/conformance/cases/view2-neg-an-exclusive-view-takes-a-unique-borrow.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""TYPE-5""}","{""kind"":""reject"",""rule"":""TYPE-5""}"
tests/conformance/cases/view2-neg-two-exclusive-views-of-one-place.wf,tests/conformance/cases/view2-neg-two-exclusive-views-of-one-place.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""OWN-5""}","{""kind"":""reject"",""rule"":""OWN-5""}"
tests/conformance/cases/view2-pos-a-shared-child-reborrow-of-an-exclusive-view.wf,tests/conformance/cases/view2-pos-a-shared-child-reborrow-of-an-exclusive-view.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/view2-pos-a-view-over-a-run.wf,tests/conformance/cases/view2-pos-a-view-over-a-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/view2-pos-an-exclusive-view-over-a-run.wf,tests/conformance/cases/view2-pos-an-exclusive-view-over-a-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/view2-pos-an-exclusive-view-over-an-array.wf,tests/conformance/cases/view2-pos-an-exclusive-view-over-an-array.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/view2-pos-two-shared-views-of-one-place.wf,tests/conformance/cases/view2-pos-two-shared-views-of-one-place.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/view4-neg-a-set-at-a-view-binding.wf,tests/conformance/cases/view4-neg-a-set-at-a-view-binding.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""VIEW-4""}","{""kind"":""reject"",""rule"":""VIEW-4""}"
tests/conformance/cases/view6-neg-two-same-region-view-results.wf,tests/conformance/cases/view6-neg-two-same-region-view-results.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""reject"",""rule"":""VIEW-6""}","{""kind"":""reject"",""rule"":""VIEW-6""}"
tests/conformance/cases/view6-pos-a-helper-publishes-the-child-of-its-destination.wf,tests/conformance/cases/view6-pos-a-helper-publishes-the-child-of-its-destination.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-array-mutable-checksum-run.wf,tests/conformance/cases/x-array-mutable-checksum-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-base64-rfc-vectors-run.wf,tests/conformance/cases/x-base64-rfc-vectors-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-borrowed-pool-tree-run.wf,tests/conformance/cases/x-borrowed-pool-tree-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-buffer-borrowed-columns-run.wf,tests/conformance/cases/x-buffer-borrowed-columns-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-buffer-mutable-checksum-run.wf,tests/conformance/cases/x-buffer-mutable-checksum-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-child-reborrow-run.wf,tests/conformance/cases/x-child-reborrow-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-crc32-standard-vector-run.wf,tests/conformance/cases/x-crc32-standard-vector-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-option-byte-scanner-run.wf,tests/conformance/cases/x-option-byte-scanner-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-requires-output-capacity-run.wf,tests/conformance/cases/x-requires-output-capacity-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-result-buffer-transform-run.wf,tests/conformance/cases/x-result-buffer-transform-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-struct-of-buffers-checksum-run.wf,tests/conformance/cases/x-struct-of-buffers-checksum-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/conformance/cases/x-wc-chunk-summary-run.wf,tests/conformance/cases/x-wc-chunk-summary-run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,"{""kind"":""run"",""exit"":0}","{""kind"":""run"",""exit"":0}"
tests/programs/arena_workspace.wf,tests/programs/arena_workspace.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/block_pool.wf,tests/programs/block_pool.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/byte_string.wf,tests/programs/byte_string.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/completion_read_boundary.wf,tests/programs/completion_read_boundary.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/dir_walk.wf,tests/programs/dir_walk.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3;GRAM-2,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds; Rename source identifiers that conflict with the entry former where present,Existing program or snapshot expectation,Unchanged expectation
tests/programs/fir_filter.wf,tests/programs/fir_filter.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/fixed_run_library.wf,tests/programs/fixed_run_library.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/generic_instances.wf,tests/programs/generic_instances.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/generic_nominals.wf,tests/programs/generic_nominals.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/grayscale_pixels.wf,tests/programs/grayscale_pixels.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/growable_vec.wf,tests/programs/growable_vec.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/heap_run.wf,tests/programs/heap_run.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/host_string_bytes.wf,tests/programs/host_string_bytes.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/ipv4_checksum.wf,tests/programs/ipv4_checksum.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/option_slots.wf,tests/programs/option_slots.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
