contract_id	capability_ids	current_route	status_code	ordinary_library_derivation_sketch	ownership_exit_drop_argument	asymptotic_argument	structural_costs_and_pathology	fact_channels_and_invalidators	negative_canaries	family_lock_or_deferral	evidence_refs
HELPER-CURSOR-VIEW-01	BR-PROV,BR-RESULT,BR-INVALIDATE,BR-CURSOR	Current capability gap: X as general helper; explicit fixed Copy cursor arithmetic is U.	X	An ordinary no-unsafe library needs checked owner-tied borrow provenance, result-borrow provenance, structural invalidation, owner-bound cursor state to produce View of unconsumed elements/text, or next byte offset; the exact public route remains unresolved until the named lock.	Input: Borrow cursor or consume mutable borrowed cursor. Success: View of unconsumed elements/text, or next byte offset. Failure/abandonment: Total while cursor valid. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit.	Required bound: O(1). A stronger-cost simulation does not cover this contract.	Preserve: Exact unconsumed order and source-relative offset retained. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	exercise the census boundary 'Total while cursor valid' and preserve 'Remaining-range truthfulness, provenance, mutable exclusivity, and mixed next/view call behavior'.	Unresolved: access/reborrow Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv helper paths=alloc::slice::{Iter,IterMut},alloc::vec::{Drain,IntoIter},alloc::string::Drain,alloc::str::{Chars,CharIndices}; RUST-DATA-CONTRACT-CENSUS.tsv:HELPER-CURSOR-VIEW-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:BR-PROV,BR-RESULT,BR-INVALIDATE,BR-CURSOR
HELPER-ARRAY-INTOITER-01	ST-FULL,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,IT-OWN	Current capability gap: X for affine arrays; constructor spelling is redundant/deprecated evidence.	X	An ordinary no-unsafe library needs checked fixed-full validity, atomic affine move-out, exact live-value destruction, validity on every normal exit, safe protocol abandonment, owner-tied borrow provenance, result-borrow provenance, owner-bound cursor state, owning traversal to produce Owning iterator or view of unconsumed elements; the exact public route remains unresolved until the named lock.	Input: Consumes array for new; borrows iterator for views. Success: Owning iterator or view of unconsumed elements. Failure/abandonment: No failure; deprecated new is an alias of IntoIterator construction. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit.	Required bound: O(1). A stronger-cost simulation does not cover this contract.	Preserve: Fixed source order and exact remaining range. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; abandon the protocol on each normal early-exit edge and verify the base owner.	Unresolved: access/reborrow, iteration, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=core::array::IntoIter members=new,as_slice,as_mut_slice; RUST-DATA-CONTRACT-CENSUS.tsv:HELPER-ARRAY-INTOITER-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,IT-OWN
TRAIT-INTOITER-01	OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE	Current capability gap: X generally; explicit index loops cover fixed Copy contiguous views.	X	An ordinary no-unsafe library needs checked atomic affine move-out, exact live-value destruction, validity on every normal exit, safe protocol abandonment, owner-tied borrow provenance, result-borrow provenance, owner-bound cursor state, ordinary generic instantiation, shared traversal, unique traversal, owning traversal to produce Associated iterator yields moved/shared/unique items according to entrance; the exact public route remains unresolved until the named lock. Direct cursor composition must preserve the contract without intermediate materialization.	Input: Consume owner, shared borrow, or unique borrow. Success: Associated iterator yields moved/shared/unique items according to entrance. Failure/abandonment: Abandoning owning iterator drops every remaining owned payload exactly once. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit.	Required bound: O(1) entrance; O(1) amortized next; O(n) total. A stronger-cost simulation does not cover this contract.	Preserve: Family-specific order: indexed order, sorted order, heap internal order, or arbitrary hash order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; abandon the protocol on each normal early-exit edge and verify the base owner.	Unresolved: access/reborrow, iteration, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv selected stable direct IntoIterator impls; helper pages under https://doc.rust-lang.org/1.97.0/std/; RUST-DATA-CONTRACT-CENSUS.tsv:TRAIT-INTOITER-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE
TRAIT-ITER-01	EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE	Current capability gap: X as general protocol.	X	An ordinary no-unsafe library needs checked safe protocol abandonment, owner-tied borrow provenance, result-borrow provenance, owner-bound cursor state, ordinary generic instantiation, shared traversal, unique traversal, owning traversal to produce Next item or None; lower/upper remaining-size bounds; the exact public route remains unresolved until the named lock. Direct cursor composition must preserve the contract without intermediate materialization.	Input: Unique access to cursor. Success: Next item or None; lower/upper remaining-size bounds. Failure/abandonment: None after exhaustion; early abandonment follows helper-specific cleanup row. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit.	Required bound: O(1) amortized next unless family row states otherwise. A stronger-cost simulation does not cover this contract.	Preserve: Family-specific order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	abandon the protocol on each normal early-exit edge and verify the base owner.	Unresolved: access/reborrow, iteration Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv defining trait=Iterator plus helper set recorded in RUST-DATA-CONTRACT-CENSUS.md; RUST-DATA-CONTRACT-CENSUS.tsv:TRAIT-ITER-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:EX-ABANDON,BR-PROV,BR-RESULT,BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE
TRAIT-DOUBLE-01	EX-ABANDON,BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE	Current capability gap: X generally.	X	An ordinary no-unsafe library needs checked safe protocol abandonment, owner-bound cursor state, ordinary generic instantiation, shared traversal, unique traversal, owning traversal to produce Next front/back item without duplicate yield; the exact public route remains unresolved until the named lock. Direct cursor composition must preserve the contract without intermediate materialization.	Input: Unique cursor access. Success: Next front/back item without duplicate yield. Failure/abandonment: Exhaustion from either direction returns None; abandonment per helper. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit.	Required bound: O(1) amortized next_front/next_back where implemented. A stronger-cost simulation does not cover this contract.	Preserve: Forward and reverse orders are exact inverses within family contract. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	No optimizer fact channel is required by this contract; a later implementation may not invent one without hostile review.	abandon the protocol on each normal early-exit edge and verify the base owner.	Unresolved: access/reborrow, iteration Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv defining trait=DoubleEndedIterator; helper rustdoc pages; RUST-DATA-CONTRACT-CENSUS.tsv:TRAIT-DOUBLE-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:EX-ABANDON,BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE
TRAIT-EXACT-01	BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE	Current capability gap: X as generic protocol; explicit fixed loops can know bounds.	X	No ordinary no-unsafe xlang library currently derives this complete generic contract. The route requires BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE, including direct cursor composition without intermediate materialization; the exact public route remains unresolved until the named family lock.	Input: Shared cursor query. Success: Exact remaining item count. Rust failure evidence: Total metadata query; a wrong implementation is a logic error and cannot authorize unsafe initialization. Every moved value reaches one owner; only live values are dropped, dead or moved locations are skipped, and every reachable owner is valid on each normal or recoverable exit.	Required bound: O(1) len and O(1) count update per consumed item. A stronger-cost simulation does not cover this contract.	Preserve: No layout effect. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, and code size; reject intermediate collection, per-item adapter allocation, dynamic dispatch, or a stronger-cost simulation.	No optimizer fact channel is required by this contract; advisory iterator metadata, stable ExactSizeIterator, and FusedIterator may not authorize unchecked payload access. Facts-off retains checks and identical semantics.	supply misleading size metadata and attempt post-None resurrection; reject either as payload-validity authority.	Unresolved: iteration/range, behavior, access/reborrow, and ownership-transition Family Lock A prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv defining trait=ExactSizeIterator; src/core/iter/traits/exact_size.rs.html#86; RUST-DATA-CONTRACT-CENSUS.tsv:TRAIT-EXACT-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE
TRAIT-EXTEND-01	ST-DENSE,ST-RING,ST-SPARSE,ST-DEPENDENT,OW-INIT,OW-RELOCATE,OW-DROP,EX-NORMAL,FL-CAPACITY,FL-ALLOC,FL-CALLBACK,AB-SEAL,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE,FT-STATE,NT-FIXED,NT-P2	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dense live-prefix state, wrapped live-range state, sparse occupancy coherence, dependent live-range invariants, single-owner initialization, ownership-preserving relocation, exact live-value destruction, validity on every normal exit, checked capacity arithmetic, explicit allocation-failure policy, invoked-behavior containment, unforgeable abstraction state, static behavior dispatch, ordinary generic instantiation, owning traversal, live-state fact integrity, fixed-buffer no-tax protection, append-only P2 no-tax protection to produce Destination incorporates stream under family duplicate/order rules; the exact public route remains unresolved until the named lock. Direct cursor composition must preserve the contract without intermediate materialization.	Input: Unique destination; consumes input items or clones/copies borrowed items. Success: Destination incorporates stream under family duplicate/order rules. Rust failure evidence: Iterator/callback/allocation failure must leave destination and unconsumed input ownership valid; Rust generally uses panic/OOM. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(m) plus family insertion costs. A stronger-cost simulation does not cover this contract.	Preserve: Family-specific order/uniqueness. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject dummy spare T values or per-slot dense tags; O(n) front shifting or sparse tags on the ring path; sparse metadata on dense or append-only paths; a universal bitmap or per-element allocation that worsens the frozen bound; equating aborting OOM with recoverable allocation.	live/occupancy facts are owner/version scoped and invalidate on structural mutation, relocation, clear, or drop. Facts-off retains checks and identical semantics.	reject payload access after the recorded live-state invalidator; detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; inject allocation/capacity failure only at the contract's allocating points; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: dense, deque, sparse/unordered, ordered/recursive-topology, iteration, behavior, failure-policy, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv selected stable direct Extend impls; RUST-DATA-CONTRACT-CENSUS.tsv:TRAIT-EXTEND-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DENSE,ST-RING,ST-SPARSE,ST-DEPENDENT,OW-INIT,OW-RELOCATE,OW-DROP,EX-NORMAL,FL-CAPACITY,FL-ALLOC,FL-CALLBACK,AB-SEAL,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE,FT-STATE,NT-FIXED,NT-P2
TRAIT-COLLECT-01	ST-DENSE,ST-RING,ST-SPARSE,ST-DEPENDENT,OW-INIT,OW-DROP,EX-NORMAL,EX-ABANDON,FL-CAPACITY,FL-ALLOC,FL-CALLBACK,AB-SEAL,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE,FT-STATE,NT-FIXED,NT-P2	Current capability gap: X.	X	An ordinary no-unsafe library needs checked dense live-prefix state, wrapped live-range state, sparse occupancy coherence, dependent live-range invariants, single-owner initialization, exact live-value destruction, validity on every normal exit, safe protocol abandonment, checked capacity arithmetic, explicit allocation-failure policy, invoked-behavior containment, unforgeable abstraction state, static behavior dispatch, ordinary generic instantiation, owning traversal, live-state fact integrity, fixed-buffer no-tax protection, append-only P2 no-tax protection to produce New owner under family order/duplicate rules; the exact public route remains unresolved until the named lock. Direct cursor composition must preserve the contract without intermediate materialization.	Input: Consumes iterator items. Success: New owner under family order/duplicate rules. Rust failure evidence: Size overflow/allocation/callback failure requires cleanup of partial output and remaining iterator according to owner. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(m) plus family insertion/build bound. A stronger-cost simulation does not cover this contract.	Preserve: Family-specific contiguity/order/identity. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject dummy spare T values or per-slot dense tags; O(n) front shifting or sparse tags on the ring path; sparse metadata on dense or append-only paths; a universal bitmap or per-element allocation that worsens the frozen bound; equating aborting OOM with recoverable allocation.	live/occupancy facts are owner/version scoped and invalidate on structural mutation, relocation, clear, or drop. Facts-off retains checks and identical semantics.	reject payload access after the recorded live-state invalidator; verify exact live-value drops and zero dead-slot drops; abandon the protocol on each normal early-exit edge and verify the base owner; inject allocation/capacity failure only at the contract's allocating points; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: dense, deque, sparse/unordered, ordered/recursive-topology, iteration, behavior, failure-policy, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv selected stable direct FromIterator impls; RUST-DATA-CONTRACT-CENSUS.tsv:TRAIT-COLLECT-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-DENSE,ST-RING,ST-SPARSE,ST-DEPENDENT,OW-INIT,OW-DROP,EX-NORMAL,EX-ABANDON,FL-CAPACITY,FL-ALLOC,FL-CALLBACK,AB-SEAL,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE,FT-STATE,NT-FIXED,NT-P2
TRAIT-FUSED-01	BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE	Current capability gap: X as generic protocol.	X	No ordinary no-unsafe xlang library currently derives this complete generic contract. The route requires BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE, including direct cursor composition without intermediate materialization; the exact public route remains unresolved until the named family lock.	Input: Unique cursor access. Success: Once None is observed, every later next/next_back remains None. Rust failure evidence: Total terminal-state property; ordinary Iterator is allowed to yield again after None. Every moved value reaches one owner; only live values are dropped, dead or moved locations are skipped, and every reachable owner is valid on each normal or recoverable exit.	Required bound: O(1) terminal check/update. A stronger-cost simulation does not cover this contract.	Preserve: No layout requirement; a wrapper may store one exhausted bit. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, and code size; reject intermediate collection, per-item adapter allocation, dynamic dispatch, or a stronger-cost simulation.	No optimizer fact channel is required by this contract; advisory iterator metadata, stable ExactSizeIterator, and FusedIterator may not authorize unchecked payload access. Facts-off retains checks and identical semantics.	supply misleading size metadata and attempt post-None resurrection; reject either as payload-validity authority.	Unresolved: iteration/range, behavior, access/reborrow, and ownership-transition Family Lock A prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv defining trait=FusedIterator; src/core/iter/traits/marker.rs.html#32; RUST-DATA-CONTRACT-CENSUS.tsv:TRAIT-FUSED-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:BR-CURSOR,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE
ITER-SOURCE-VALUE-01	OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,AB-GENERIC,IT-OWN,IT-COMPOSE	Current capability gap: X for generic affine T; concrete Copy equivalents are expressible.	X	No ordinary no-unsafe xlang library currently derives this complete generic contract. The route requires OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,AB-GENERIC,IT-OWN,IT-COMPOSE, including direct cursor composition without intermediate materialization; the exact public route remains unresolved until the named family lock.	Input: No input or move one T into producer. Success: Finite cursor yielding zero or exactly one owned item. Rust failure evidence: No failure; abandonment before yield drops the offered T exactly once. Every moved value reaches one owner; only live values are dropped, dead or moved locations are skipped, and every reachable owner is valid on each normal or recoverable exit.	Required bound: O(1) construction and next. A stronger-cost simulation does not cover this contract.	Preserve: Exact order; exact size zero or one. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, and code size; reject intermediate collection, per-item adapter allocation, dynamic dispatch, or a stronger-cost simulation.	No optimizer fact channel is required by this contract; advisory iterator metadata, stable ExactSizeIterator, and FusedIterator may not authorize unchecked payload access. Facts-off retains checks and identical semantics.	verify exact live-value drops and zero dead-state drops.	Unresolved: iteration/range, behavior, access/reborrow, and ownership-transition Family Lock A prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv paths=core::iter::{empty,once,Empty,Once}; RUST-DATA-CONTRACT-CENSUS.tsv:ITER-SOURCE-VALUE-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,AB-GENERIC,IT-OWN,IT-COMPOSE
ITER-SOURCE-REPEAT-01	OW-MOVEOUT,OW-CLONE,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE	Current capability gap: X; no general callable Clone or owning cursor.	X	No ordinary no-unsafe xlang library currently derives this complete generic contract. The route requires OW-MOVEOUT,OW-CLONE,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE, including direct cursor composition without intermediate materialization; the exact public route remains unresolved until the named family lock.	Input: Move seed into producer; repeated yields invoke Clone except where finite producer can move its retained final value. Success: Unbounded repeated stream or exactly n items in source order. Rust failure evidence: Clone trap aborts under EFF-4; finite abandonment drops retained seed exactly once. Every moved value reaches one owner; only live values are dropped, dead or moved locations are skipped, and every reachable owner is valid on each normal or recoverable exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(1) construction and amortized O(Clone(T)) per item; repeat is unbounded and repeat_n total work is O(n). A stronger-cost simulation does not cover this contract.	Preserve: No allocation required by adapter; repeat_n has exact size. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, and code size; reject intermediate collection, per-item adapter allocation, dynamic dispatch, or a stronger-cost simulation.	No optimizer fact channel is required by this contract; advisory iterator metadata, stable ExactSizeIterator, and FusedIterator may not authorize unchecked payload access. Facts-off retains checks and identical semantics.	verify exact live-value drops and zero dead-state drops; trap/fail the invoked behavior at every call index without reading invalid state.	Unresolved: iteration/range, behavior, access/reborrow, and ownership-transition Family Lock A prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv paths=core::iter::{repeat,repeat_n,Repeat,RepeatN}; RUST-DATA-CONTRACT-CENSUS.tsv:ITER-SOURCE-REPEAT-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-MOVEOUT,OW-CLONE,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-GENERIC,IT-OWN,IT-COMPOSE
ITER-SOURCE-CALLBACK-01	OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-STATEFUL,AB-GENERIC,IT-OWN,IT-COMPOSE	Current capability gap: X; stateful behavior and generic owning cursors are gaps.	X	No ordinary no-unsafe xlang library currently derives this complete generic contract. The route requires OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-STATEFUL,AB-GENERIC,IT-OWN,IT-COMPOSE, including direct cursor composition without intermediate materialization; the exact public route remains unresolved until the named family lock.	Input: Move stateful callable and optional seed into producer. Success: Callback-generated finite, unbounded, or Option-terminated stream according to exact producer variant. Rust failure evidence: Recoverable callback result stops only as declared; callback trap aborts under EFF-4; abandonment drops state and cached T exactly once. Every moved value reaches one owner; only live values are dropped, dead or moved locations are skipped, and every reachable owner is valid on each normal or recoverable exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(1) construction and one callback per demanded item except successors' initial seed. A stronger-cost simulation does not cover this contract.	Preserve: Variant-specific order and termination; no adapter heap allocation. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, and code size; reject intermediate collection, per-item adapter allocation, dynamic dispatch, or a stronger-cost simulation.	No optimizer fact channel is required by this contract; advisory iterator metadata, stable ExactSizeIterator, and FusedIterator may not authorize unchecked payload access. Facts-off retains checks and identical semantics.	verify exact live-value drops and zero dead-state drops; trap/fail the invoked behavior at every call index without reading invalid state.	Unresolved: iteration/range, behavior, access/reborrow, and ownership-transition Family Lock A prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv paths=core::iter::{once_with,repeat_with,from_fn,successors,OnceWith,RepeatWith,FromFn,Successors}; RUST-DATA-CONTRACT-CENSUS.tsv:ITER-SOURCE-CALLBACK-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR,AB-STATEFUL,AB-GENERIC,IT-OWN,IT-COMPOSE
ITER-ADAPT-TRANSFORM-01	OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-PROV,BR-RESULT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,AB-STATEFUL,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE	Current capability gap: X; reusable generic cursor and callable behavior are absent.	X	No ordinary no-unsafe xlang library currently derives this complete generic contract. The route requires OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-PROV,BR-RESULT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,AB-STATEFUL,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE, including direct cursor composition without intermediate materialization; the exact public route remains unresolved until the named family lock.	Input: Consume upstream cursor into adapter; store optional stateful transform/observer. Success: Lazy one-output-per-input cursor, with transformed item, index/item pair, or observed original item. Rust failure evidence: Callback trap aborts under EFF-4; abandonment disposes upstream and callable state exactly once. Every moved value reaches one owner; only live values are dropped, dead or moved locations are skipped, and every reachable owner is valid on each normal or recoverable exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(1) construction and O(1)+callback per item; one pass. A stronger-cost simulation does not cover this contract.	Preserve: Preserves source order and cardinality; enumerate index progression is checked/defined by family lock. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, and code size; reject intermediate collection, per-item adapter allocation, dynamic dispatch, or a stronger-cost simulation.	No optimizer fact channel is required by this contract; advisory iterator metadata, stable ExactSizeIterator, and FusedIterator may not authorize unchecked payload access. Facts-off retains checks and identical semantics.	verify exact live-value drops and zero dead-state drops; trap/fail the invoked behavior at every call index without reading invalid state.	Unresolved: iteration/range, behavior, access/reborrow, and ownership-transition Family Lock A prerequisites must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv core::iter::Iterator members=map,enumerate,inspect and helper types; RUST-DATA-CONTRACT-CENSUS.tsv:ITER-ADAPT-TRANSFORM-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:OW-MOVEOUT,OW-DROP,EX-NORMAL,EX-ABANDON,EX-ABORT,BR-PROV,BR-RESULT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,AB-STATEFUL,AB-GENERIC,IT-SHARED,IT-UNIQ,IT-OWN,IT-COMPOSE
