contract_id	family	rust_surfaces	pre_state	input_ownership	post_state_result	invalidation	failure_drop_abandonment	complexity	layout_identity_order	behavior_parameter	implementation_privilege_evidence	xlang_current_status	required_obligations	source_refs
DEQUE-RESIZE-01	deque_resize	VecDeque::{resize,resize_with,truncate,clear}	Valid deque and target length	Unique owner plus Clone seed/producer when growing	Values appended or selected suffix dropped	Growth may invalidate addresses; truncation invalidates removed endpoints	Producer/clone/allocation trap requires valid wrapped occupancy and exact drops	O(abs(delta)) plus possible growth	Existing prefix logical order retained	Clone/producer and target len	Raw partial initialization/drop across wrap	X	Partial construction, callback cleanup, exact drop, and no placeholder T	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::vec_deque::VecDeque members=resize,resize_with,truncate,clear
DEQUE-RETAIN-01	deque_compaction	VecDeque::{retain,retain_mut}	Valid deque	Unique owner plus predicate	Stable subsequence retained; rejected values dropped	Positions/layout may change	Callback trap must leave valid occupancy and exact ownership	O(n)	Stable logical order	FnMut(&T)->bool or FnMut(&mut T)->bool	Raw wrapped gap compaction	X	Affine holes across wrap, predicate order, exact drops, and movement bound	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::vec_deque::VecDeque members=retain,retain_mut
DEQUE-DRAIN-01	deque_lazy_remove	VecDeque::drain; helper=vec_deque::Drain	Valid deque and range	Unique borrow retained by cursor	Removed T values yielded; remainder repaired when cursor drops	Deque unavailable during cursor	Invalid range panics; early abandonment must drop remaining removed values and repair state; forgetting has leak caveat	O(removed plus repair)	Yield and retained logical order stable	Range and iteration direction	Raw segmented cursor plus Drop repair	X	Non-escapable cleanup or eager alternative, wrapped transient state, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::vec_deque::VecDeque member=drain
DEQUE-ROTATE-01	deque_relayout	VecDeque::{rotate_left,rotate_right}	Valid deque and count<=len	Unique owner borrow	Logical sequence rotated	Every logical index changes; addresses may change	Out-of-range count panics before mutation	O(min(k,len-k)) target	Cyclic order permutation specified	Direction/count	Raw ring head adjustment or movement	X	Affine relocation versus metadata-only proof and failure ordering	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::vec_deque::VecDeque members=rotate_left,rotate_right
DEQUE-SEARCH-01	deque_search	VecDeque::{contains,binary_search,binary_search_by,binary_search_by_key,partition_point}	Shared deque; ordered operations require partitioned logical order	Shared borrow plus behavior	Boolean, found/insertion index, or boundary	None	No structural failure; inconsistent behavior gives logical error only	Contains O(n); ordered search O(log n) comparisons though physical wrap affects accesses	Logical index/order, not physical segments	PartialEq, Ord, comparator, key, or predicate	Safe segmented search	X for generic behavior; concrete fixed ring workaround U	Static behavior, logical-order semantics, and complexity across wrap	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::vec_deque::VecDeque members=contains,binary_search,binary_search_by,binary_search_by_key,partition_point
LIST-META-01	linked_sequence	LinkedList::{new,len,is_empty}	No owner or valid list	None	Empty owner or metadata values	None	Allocation-free empty creation	O(1)	No contiguity; node addresses stable while node retained subject to API	None	Private node pointers and sentinel metadata	X	Recursive/node storage, exact ownership, bounded destruction, and length invariant	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=new,len,is_empty; https://doc.rust-lang.org/1.97.0/std/collections/struct.LinkedList.html
LIST-END-01	linked_sequence_access	LinkedList::{front,back,front_mut,back_mut}	Possibly empty list	Shared or unique borrow	Option of endpoint borrow	Borrow tied to list; mutable excludes overlap	Empty returns None	O(1)	Known node identity/address retained	End direction	Safe node-link traversal	X	Stable-node ownership, nullable-link invariant, and returned provenance	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=front,back,front_mut,back_mut
LIST-PUSH-01	linked_sequence_insert	LinkedList::{push_front,push_back,push_front_mut,push_back_mut}	Valid list	Moves T; allocation of node	New endpoint inserted; *_mut returns unique payload borrow	Input consumed on success; other node addresses remain stable	OOM must not lose offered T under xlang contract	O(1), one allocation	Existing nodes retain addresses and order	End direction	Raw node allocation/linking	X	Failure ownership, recursive node state, link atomicity, and returned borrow	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=push_front,push_back,push_front_mut,push_back_mut
LIST-POP-01	linked_sequence_remove	LinkedList::{pop_front,pop_back}	Possibly empty list	Unique owner borrow	Option<T>; endpoint node deallocated	Removed identity invalid; other nodes stable	Empty returns None	O(1)	Remaining order and node addresses retained	End direction	Raw unlink, move-out, and deallocation	X	Affine move-out, link repair, deallocation, exact drop, and empty transitions	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=pop_front,pop_back
LIST-BULK-01	linked_sequence_rewire	LinkedList::{append,split_off}	One/two lists and optional index	Unique owners	O(1) append by relinking; split creates suffix list after traversal	Moved nodes keep addresses but change owner/list membership	Invalid split index panics; no payload movement	Append O(1); split O(min(i,n-i)) traversal	Node identity/order retained	Append or split index	Raw doubly-linked rewiring	X	Stable non-owning links, two-owner exclusivity, cycle-free ownership, and exact drop	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=append,split_off
LIST-DROP-01	linked_sequence_drop	LinkedList::clear	Valid list	Unique owner borrow	Every node/value destroyed; empty allocation state	All node identities invalid	Destructor trap/abort resource behavior; normal exit exact drops	O(n)	No retained order	None	Iterative raw unlink/drop avoids recursive stack overflow	X	Bounded-stack destruction, exact-once drop, and no abandoned cycle	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList member=clear
LIST-ITER-01	linked_sequence_iteration	LinkedList::{iter,iter_mut}; helpers=linked_list::{Iter,IterMut,IntoIter}	Valid list	Shared, unique, or owning traversal	Elements yielded in list order by borrow or move	Borrow retained; owning iterator consumes and deallocates nodes	Abandoning owning iterator drops all remaining nodes/values	O(1) next; O(n) traversal	Double-ended list order; node addresses stable during borrow	Iterator mode	Raw node cursor and Drop	X	Cursor provenance, no duplicate unique yields, owning cleanup, and cycle invariant	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=iter,iter_mut
LIST-SEARCH-01	linked_sequence_search	LinkedList::contains	Valid list	Shared borrow and value	Boolean	None	Total except comparator behavior	O(n)	List order only affects short-circuit point	PartialEq	Safe traversal	X as list; behavior contract otherwise U	Static equality and no hidden allocation	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList member=contains
LIST-EXTRACT-01	linked_sequence_lazy_remove	LinkedList::extract_if; helper=linked_list::ExtractIf	Valid list	Unique borrow plus predicate	Iterator moves matching values and deallocates their nodes	List unavailable during cursor; retained node identities stable	Early drop stops extraction and leaves list valid; callback trap requires valid links	O(visited nodes)	Yield and retained order stable	FnMut(&mut T)->bool	Raw unlink cursor plus Drop state	X	Cursor abandonment, link repair, affine move-out, predicate scope, and exact deallocation	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList member=extract_if
HEAP-META-01	priority_queue	BinaryHeap::{new,with_capacity,len,is_empty,capacity}	No owner or valid heap	Optional capacity request	Empty owner or metadata values	None	Capacity overflow/OOM for constructor	O(1) except allocator	Contiguous internal sequence; heap order, not sorted iteration	Requested capacity and Ord	Safe surface over Vec storage	X	Dense affine sequence plus heap invariant and exact drop	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=new,with_capacity,len,is_empty,capacity; https://doc.rust-lang.org/1.97.0/std/collections/struct.BinaryHeap.html
HEAP-RESERVE-01	priority_queue_growth	BinaryHeap::{reserve,reserve_exact,try_reserve,try_reserve_exact,shrink_to,shrink_to_fit}; TryReserveError	Valid heap	Unique owner plus capacity request	Capacity changes; heap values/invariant preserved	Reallocation invalidates addresses	Trapping and recoverable failures distinct; try failure preserves heap	O(n) relocation on resize	Internal heap order preserved; no stable addresses	Growth policy	Raw Vec allocation relocation	X	Dense relocation, failure atomicity, heap invariant, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=reserve,reserve_exact,try_reserve,try_reserve_exact,shrink_to,shrink_to_fit
HEAP-PEEK-01	priority_queue_access	BinaryHeap::{peek,peek_mut}; helper=PeekMut::pop	Possibly empty heap	Shared or unique borrow	Option of maximum borrow; mutable guard repairs heap on drop; helper can remove maximum	Guard retains heap borrow; mutation may reposition element when guard ends	Empty returns None; abandoning guard must restore invariant; forgetting guard may have Rust leak caveats	O(1) peek; O(log n) repair/pop	Only maximum identity observable; no iteration order promise	Ord and payload mutation	Safe mutable guard relies on Drop repair and raw sift	X; no finalizer/scoped guard protocol	Non-escapable repair, mutation tracking, affine move-out, and exact early abandonment	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=peek,peek_mut; helper=alloc::collections::binary_heap::PeekMut
HEAP-MUTATE-01	priority_queue_update	BinaryHeap::{push,pop}	Valid heap	Push moves T; pop uniquely borrows owner	Push inserts; pop returns maximum T	Growth invalidates addresses; pop changes internal positions	Growth failure must preserve offered T; empty pop returns None	O(log n), push amortized allocation	Heap invariant retained; equal-key order unspecified	Ord	Raw hole/sift operations over dense storage	X	Affine hole state, comparator behavior, failure ownership, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=push,pop
HEAP-APPEND-01	priority_queue_bulk	BinaryHeap::append	Two valid heaps	Unique owners; moves all T	Destination heap contains union; source empty	Addresses/internal positions invalidate	Allocation failure must preserve all values	O(n+m) or documented heapify bound	Only heap/max semantics preserved	Ord	Raw bulk move and heapify	X	Two-owner transaction, direct movement, heapify proof, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap member=append
HEAP-RETAIN-01	priority_queue_compaction	BinaryHeap::retain	Valid heap	Unique owner plus predicate	Retained values reheapified; rejected dropped	All internal positions invalidate	Callback trap must leave valid owner and exact ownership	O(n) predicate plus heap rebuild	No stable equal-key/order promise	FnMut(&T)->bool and Ord	Raw compaction plus heapify	X	Affine compaction, callback state, exact drops, and invariant restoration	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap member=retain
HEAP-DRAIN-01	priority_queue_owning_iteration	BinaryHeap::{drain,clear}; helper=binary_heap::Drain	Valid heap	Unique borrow	Drain yields all values in arbitrary internal order; clear drops all	Heap empty while drain exists; all identities invalid	Early drop destroys remaining values; normal clear exact drops	O(n)	No sorted order guarantee	None	Owning cursor and Drop over dense storage	X	Owning cleanup, abandonment, exact drops, and explicit order contract	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=drain,clear
HEAP-VIEW-01	priority_queue_view	BinaryHeap::{as_slice,iter}; helper=binary_heap::{Iter,IntoIter}	Valid heap	Shared or owning traversal	Internal heap-order slice/iterator or moved values	Borrow retained; owning iterator consumes heap	Abandoning owning iterator drops remaining values	O(1) view; O(n) traversal	Order is internal heap order and explicitly not sorted	Iterator mode	Safe prefix view/iterator	X as heap; fixed Copy heap view is U	Do not strengthen order; exact cleanup for owning traversal	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=as_slice,iter
HEAP-CONVERT-01	priority_queue_owner_conversion	BinaryHeap::{into_vec,into_sorted_vec}	Owned heap	Consumes owner	Owned dense sequence in heap order or ascending sorted order	Heap owner dead	No semantic failure beyond allocation behavior of sorting implementation	O(1) into_vec; O(n log n) into_sorted_vec	Contiguous output; sorted variant has specified order	Ord	Safe ownership reuse and in-place heap sort	X	Dense owner conversion, affine sort/relocation, exact order, and drops	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::binary_heap::BinaryHeap members=into_vec,into_sorted_vec
OMAP-META-01	ordered_map	BTreeMap::{new,len,is_empty}	No owner or valid ordered map	None	Empty owner or metadata values	None	Empty creation allocation-free	O(1)	Entries maintained in total key order; no contiguity/address promise	Ord	Private B-tree nodes and occupancy metadata	X	Affine node storage, comparison contract, exact drop, and length/order invariants	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=new,len,is_empty; https://doc.rust-lang.org/1.97.0/std/collections/struct.BTreeMap.html
OMAP-LOOKUP-01	ordered_map_lookup	BTreeMap::{contains_key,get,get_key_value,get_mut}	Valid ordered map and borrowed lookup key	Shared or unique map borrow	Boolean or Option of canonical stored key/value borrow	Returned borrow tied to map; mutable value borrow blocks conflicting map access	Missing key returns false/None; inconsistent Ord is contained logic error	O(log n) comparison-model contract	Stored key order and identity retained	Borrow<Q> and Ord<Q>	Safe tree descent over private nodes	X	Static comparison behavior, borrowed-key compatibility, unique provenance, and logic-error containment	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=contains_key,get,get_key_value,get_mut
OMAP-END-01	ordered_map_endpoint	BTreeMap::{first_key_value,last_key_value,first_entry,last_entry}; helpers=btree_map::OccupiedEntry	Possibly empty ordered map	Shared or unique borrow	Option of minimum/maximum pair or occupied entry guard	Entry guard retains unique map borrow	Empty returns None; guard abandonment leaves map valid	O(log n) worst case, commonly O(1) endpoint descent cache-dependent	Sorted endpoint identity observable	Ord and endpoint direction	Safe guard over tree cursor	X	Guard lifetime, endpoint order, no escape after invalidation, and no finalizer-dependent unfinished state	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=first_key_value,last_key_value,first_entry,last_entry
OMAP-INSERT-01	ordered_map_mutation	BTreeMap::insert	Valid map	Moves key and value	New entry inserted or old value returned and key policy preserved	Node splits/merges may invalidate borrows; returned old V owns payload	Allocation failure/OOM must not lose offered affine values under xlang contract	O(log n)	Sorted key order; address stability not promised	Ord	Raw node allocation, split, and move-out	X	Two offered affine values, replacement ownership, node partial state, failure atomicity, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap member=insert
MAP-ENTRY-01	keyed_entry_protocol	BTreeMap::entry; HashMap::entry; helpers={btree_map,hash_map}::Entry::{key,and_modify,or_insert,or_insert_with,or_insert_with_key,or_default,insert_entry}	Valid map and owned candidate key	Unique map borrow; key moved into vacant state or retained by protocol	Single-lookup occupied/vacant protocol yielding value borrow or occupied guard	Guard retains unique map borrow; structural mutation invalidates it	Allocation/callback failure must preserve map and exact ownership of candidate key/value; abandonment leaves map valid	One keyed lookup plus insertion cost	Ordered map preserves order; hash map preserves no iteration order	Ord or Hash+Eq; lazy value producer/modifier/default	Safe enum/guard API over private cursor; insertion uses privileged node/slot state	X	Scoped non-escapable guard, candidate-key ownership, callback trap state, insertion failure, and one-lookup bound	RUST-1.97.0-API-INVENTORY.tsv members=BTreeMap::entry,HashMap::entry; helper paths=alloc::collections::btree_map::{Entry,OccupiedEntry,VacantEntry},std::collections::hash_map::{Entry,OccupiedEntry,VacantEntry}
MAP-OCCUPIED-01	keyed_entry_protocol	{btree_map,hash_map}::OccupiedEntry::{key,get,get_mut,into_mut,insert,remove,remove_entry}	Occupied entry guard	Borrow or consume guard; insert moves V	Borrow value, replace and return old V, or remove V/(K,V)	Consuming guard ends map borrow; mutation may invalidate positions	No missing-key failure; replacement/removal must preserve exact ownership	O(1) after entry lookup, excluding structural repair for ordered removal	Canonical stored key identity observable; container-specific order remains	None beyond map behavior	Safe guard calls raw move-out/repair internally	X	Guard consumption, affine move-out/replace, exact map repair, and returned-borrow provenance	RUST-1.97.0-API-INVENTORY.tsv item names=OccupiedEntry methods=key,get,get_mut,into_mut,insert,remove,remove_entry
MAP-VACANT-01	keyed_entry_protocol	{btree_map,hash_map}::VacantEntry::{key,into_key,insert,insert_entry}	Vacant entry guard owning candidate key	Borrow or consume guard; insert moves V	Recover candidate key or insert and return unique V/occupied guard	Consuming guard ends vacant state; insertion invalidates structural positions	Allocation failure must return/preserve key and offered V under xlang obligation	O(1) after lookup plus insertion/repair	Container order contract applies	None beyond map behavior	Safe guard owns private insertion cursor	X	Vacant-key ownership, failure return, scoped cursor, commit point, and returned borrow	RUST-1.97.0-API-INVENTORY.tsv item names=VacantEntry methods=key,into_key,insert,insert_entry
OMAP-REMOVE-01	ordered_map_mutation	BTreeMap::{remove,remove_entry,pop_first,pop_last}	Valid map and lookup key or endpoint	Unique map borrow	Option<V>, Option<(K,V)>, or endpoint pair moved out	Removed identity invalid; node repair may invalidate positions	Missing key/empty returns None	O(log n)	Remaining sorted order retained	Borrow<Q>, Ord, and endpoint direction	Raw node merge/steal and move-out	X	Affine move-out, tree repair, exact drops, borrowed lookup, and endpoint semantics	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=remove,remove_entry,pop_first,pop_last
OMAP-RANGE-01	ordered_map_range	BTreeMap::{range,range_mut}; helpers=btree_map::{Range,RangeMut}	Valid map and ordered bounds	Shared or unique borrow	Double-ended iterator over in-range entries in sorted key order	Iterator retains map borrow; mutable values yielded uniquely	Invalid inverted/equal-excluded range panics per Rust contract	O(log n + k), amortized O(1) per yielded item	Sorted order; inclusive/exclusive bounds observable	Borrow<Q>, Ord, RangeBounds	Safe tree cursor	X	Range validation, cursor stack/state, unique yield, exact order, and abandonment	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=range,range_mut
OMAP-ITER-01	ordered_map_iteration	BTreeMap::{iter,iter_mut,keys,values,values_mut,into_keys,into_values}; helpers=btree_map::{Iter,IterMut,IntoIter,Keys,Values,ValuesMut,IntoKeys,IntoValues}	Valid map	Shared, unique, or owning traversal	Sorted key/value borrows or moved keys/values	Borrow retained; owning projections consume and drop omitted component	Abandoning owning iterator drops every remaining key/value exactly once	O(log n) setup worst case and amortized O(1) next	Strict sorted key order	Projection and ownership mode	Safe traversal over raw node stack; owning paths need Drop	X	Affine owning cleanup, omitted-component drops, unique yield, and sorted-order proof	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=iter,iter_mut,keys,values,values_mut,into_keys,into_values
OMAP-FILTER-01	ordered_map_compaction	BTreeMap::{retain,extract_if}; helper=btree_map::ExtractIf	Valid map and optional range	Unique map plus predicate; extract iterator moves removed pairs	Retain drops rejected entries; extract yields selected (K,V) and retains others	Map unavailable during extract cursor; node positions may change	Callback trap/early abandonment must preserve valid tree and exact ownership	O(n) predicate plus repair; range extraction O(log n+k)	Sorted order of retained/yielded entries	FnMut(&K,&mut V)->bool and optional range	Raw cursor, node repair, and Drop state	X	Predicate scope, affine move-out/drop, cursor abandonment, tree invariant, and call count	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=retain,extract_if
OMAP-BULK-01	ordered_map_bulk	BTreeMap::{append,split_off}	One/two valid ordered maps and optional split key	Unique owners; moves entries	Append merges and empties source; split creates >=key map	All node membership/positions may change	Allocation/comparison failure envelope must preserve every affine entry	Append O(n+m); split O(log n) plus moved-node/entry work per implementation contract	Sorted order retained	Ord and split key	Raw node-level merge/split	X	Two-owner transaction, duplicate-key replacement ownership, direct movement, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap members=append,split_off
OMAP-CLEAR-01	ordered_map_drop	BTreeMap::clear	Valid map	Unique owner borrow	Every key/value destroyed; empty map	All identities invalid	Normal exit exact drop; aborting destructor trap resource behavior explicit	O(n)	No retained order	None	Raw node teardown	X	Bounded destruction, exact key/value drops, and no double drop through nodes	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_map::BTreeMap member=clear
OSET-META-01	ordered_set	BTreeSet::{new,len,is_empty}	No owner or valid ordered set	None	Empty owner or metadata	None	Allocation-free empty creation	O(1)	Unique values in total order	Ord	Set implemented over ordered map machinery	X	Ordered-map basis, uniqueness, exact drop	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_set::BTreeSet members=new,len,is_empty
OSET-LOOKUP-01	ordered_set_lookup	BTreeSet::{contains,get,first,last}	Valid set and optional borrowed lookup	Shared borrow	Boolean or Option of canonical stored value/endpoint borrow	Returned borrow tied to set	Missing/empty returns false/None	O(log n)	Canonical stored identity and sorted endpoints	Borrow<Q>, Ord	Safe tree descent	X	Borrowed-key comparison, identity, and order	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_set::BTreeSet members=contains,get,first,last
OSET-INSERT-01	ordered_set_mutation	BTreeSet::{insert,replace}	Valid set and owned value	Moves T	Insert returns novelty boolean; replace returns old equivalent T	Structural mutation invalidates positions	Allocation failure must preserve offered T; replacement returns exactly one old owner	O(log n)	Sorted uniqueness retained; replacement may change stored identity among equal values	Ord	Map-like node insertion/replacement	X	Affine offered/returned ownership, uniqueness, failure atomicity, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_set::BTreeSet members=insert,replace
OSET-REMOVE-01	ordered_set_mutation	BTreeSet::{remove,take,pop_first,pop_last}	Valid set and lookup/endpoint	Unique owner borrow	Boolean or Option<T> moved out	Removed identity invalid	Missing/empty returns false/None	O(log n)	Remaining sorted order retained	Borrow<Q>, Ord, endpoint direction	Raw node move-out/repair	X	Affine move-out, borrowed lookup, exact drops, and endpoint order	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_set::BTreeSet members=remove,take,pop_first,pop_last
OSET-RANGE-01	ordered_set_iteration	BTreeSet::{iter,range}; helpers=btree_set::{Iter,IntoIter,Range}	Valid set and optional bounds	Shared or owning traversal	Sorted values by borrow or move	Borrow retained; owning iterator consumes set	Invalid range panics; owning abandonment drops remaining values	O(log n+k) range; amortized O(1) iteration	Sorted order	RangeBounds and ownership mode	Safe tree cursor/Drop	X	Sorted cursor, affine cleanup, range validation, and exact yield	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_set::BTreeSet members=iter,range
OSET-FILTER-01	ordered_set_compaction	BTreeSet::{retain,extract_if}; helper=btree_set::ExtractIf	Valid set and optional range	Unique set plus predicate	Stable sorted retained set; extraction yields moved T	Set unavailable during extract cursor	Callback trap/early drop preserves valid tree and exact ownership	O(n) or O(log n+k)	Sorted order retained/yielded	FnMut(&T)->bool	Raw cursor/node repair with Drop	X	Affine move-out/drop, cursor abandonment, predicate calls, and tree invariant	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_set::BTreeSet members=retain,extract_if
OSET-BULK-01	ordered_set_bulk	BTreeSet::{append,split_off,clear}	One/two valid sets and optional key	Unique owners	Merge/empty source, split suffix owner, or destroy all	Membership/positions invalidate; clear invalidates all identities	Exact drops and allocation/comparison failure ownership	Append O(n+m); split O(log n plus movement); clear O(n)	Sorted uniqueness retained for non-clear results	Ord	Map-like node merge/split/drop	X	Duplicate ownership resolution, two-owner transaction, exact drops, and order	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_set::BTreeSet members=append,split_off,clear
SET-REL-01	set_relation	BTreeSet::{is_disjoint,is_subset,is_superset}; HashSet::{is_disjoint,is_subset,is_superset}	Two valid sets with compatible behavior	Shared borrows	Boolean relation	None	Behavior inconsistency is contained logic error	Ordered O(n+m); hash expected O(min side lookups) under hasher assumptions	No mutation; iteration order irrelevant	Ord or Hash+Eq	Safe traversal/lookups	X as collection families	Freeze complexity/adversary assumptions and behavior-law containment	RUST-1.97.0-API-INVENTORY.tsv item paths=alloc::collections::btree_set::BTreeSet,std::collections::hash_set::HashSet members=is_disjoint,is_subset,is_superset
SET-ALG-01	set_algebra	BTreeSet::{difference,intersection,symmetric_difference,union}; helpers=btree_set::{Difference,Intersection,SymmetricDifference,Union}	Two ordered sets	Shared borrows	Sorted lazy iterator of selected canonical values	Both source borrows retained	Abandonment releases borrows	O(n+m)	Sorted order; duplicate/equal representative rules observable	Ord	Safe merge cursor	X	Two-source cursor, exact representative identity, sorted order, and early abandonment	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::btree_set::BTreeSet members=difference,intersection,symmetric_difference,union
SET-ALG-02	set_algebra	HashSet::{difference,intersection,symmetric_difference,union}; helpers=hash_set::{Difference,Intersection,SymmetricDifference,Union}	Two hash sets with compatible hashing/equality	Shared borrows	Lazy iterator of selected values in arbitrary order	Both source borrows retained	Abandonment releases borrows	Expected O(n) lookup envelope; exact side chosen is implementation detail unless documented	Arbitrary order; representative identity rules observable	Hash+Eq and hasher compatibility	Safe lookups over sparse metadata	X	Adversary assumptions, compatible hash builders, representative identity, and no order strengthening	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=difference,intersection,symmetric_difference,union
HMAP-META-01	hash_map	HashMap::{new,with_hasher,with_capacity,with_capacity_and_hasher,len,is_empty,capacity,hasher}	No owner or valid hash map	Optional capacity and owned hash builder	Empty owner or metadata/hash-builder borrow	Hasher borrow tied to map	Capacity overflow/OOM for allocating constructors	O(1) except allocator/seed creation	No iteration order or address stability; capacity implementation-dependent	BuildHasher	Private sparse control metadata and raw payload storage	X	Sparse occupancy, hash/equality laws, randomized/adversarial policy, exact drop, and checked capacity	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=new,with_hasher,with_capacity,with_capacity_and_hasher,len,is_empty,capacity,hasher; https://doc.rust-lang.org/1.97.0/std/collections/struct.HashMap.html
HMAP-RESERVE-01	hash_map_growth	HashMap::{reserve,try_reserve,shrink_to,shrink_to_fit}; TryReserveError	Valid map	Unique owner plus capacity request	Capacity/table changes while entries preserved	Rehash invalidates entry addresses/iterators	Reserve may abort/panic; try_reserve returns opaque error and preserves map	Expected O(n) rehash; reserve amortizes future inserts	No order stability; hash builder retained	Hash+Eq and growth/load policy	Raw rehash with sparse control/payload fact channel	X	Failure-atomic affine rehash, occupancy fact review, exact drops, capacity overflow, and allocator error	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=reserve,try_reserve,shrink_to,shrink_to_fit
HMAP-LOOKUP-01	hash_map_lookup	HashMap::{contains_key,get,get_key_value,get_mut}	Valid map and borrowed lookup key	Shared or unique borrow	Boolean or Option of canonical key/value borrow	Returned borrow tied to map; mutable excludes conflicting access	Missing returns false/None; broken Hash/Eq law is contained logic error	Expected O(1), adversary assumptions required	Arbitrary storage/order; stored key identity observable	Borrow<Q>, Hash, Eq, BuildHasher	Safe probing trusts control-byte-to-payload occupancy relation	X	Hash/equality law scope, sparse fact channel, borrowed-key compatibility, and adversarial bound	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=contains_key,get,get_key_value,get_mut; src/std/collections/hash/map.rs.html#1035
HMAP-DISJOINT-01	hash_map_multi_access	HashMap::get_disjoint_mut	Valid map and N borrowed keys	Unique map borrow	Array of optional unique value borrows, rejecting duplicate equivalent keys by panic in Rust contract	All outputs pairwise disjoint and tied to map	Duplicate keys panic; missing keys yield None; no partial borrows on failure	Expected O(N lookups + duplicate validation)	No order/address promise	Hash+Eq	Safe dynamic disjointness proof over lookup results	X	Duplicate-equivalence proof, pairwise unique provenance, hash adversary, and no partial result	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap member=get_disjoint_mut
HMAP-INSERT-01	hash_map_mutation	HashMap::insert	Valid map	Moves K and V	Insert new entry or return old V for equal key	Rehash invalidates all entry addresses; replacement preserves canonical-key policy	Growth failure must preserve offered affine K/V; old V returned exactly once	Expected O(1) amortized	No iteration order; stored-key identity rules observable	Hash+Eq	Raw sparse-slot insertion and occupancy commit	X	Affine key/value ownership, duplicate resolution, failure atomicity, occupancy fact, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap member=insert
