algorithm_id	operation_gate_id	member_contract_id	contract_ids	exact_trigger_and_prestate	exact_commit_and_poststate	behavior_schedule	allocation_and_capacity_rule	resource_ceiling	rust_reference_route_id	member_declaration_sha256	status
ALG-5F649E78309BAB4C5BAD	OPG-5F649E78309BAB4C5BAD	DENSE-DEDUP	DENSE-DEDUP::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS	DENSE-DEDUP::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is valid and uniquely owned.	DENSE-DEDUP::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=BASE keeps the first owner of each adjacent equal run in order; rejected owners are destroyed once.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-DEDUP::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: Equality is called once per required adjacent comparison in traversal order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-DEDUP::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-DEDUP::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: O(n) comparisons; at most one relocation per retained owner after the first removal; zero allocation.	REF-RUST-VEC	95435c57608c507257ce8fd01b4ad3b3cccccfc877d4d34c75bac1c592c3b72a	FROZEN_PROTOCOL
ALG-61999323F6E809758925	OPG-61999323F6E809758925	DENSE-SHRINK-TO	DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE,DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_RELOCATE	DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: trigger=Requested shrink does not reduce allocator-backed capacity.; pre=BASE is valid; MIN_CAPACITY is supplied; no payload borrow is live. || DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_RELOCATE: trigger=Shrink uses a replacement allocation or changed allocation root.; pre=BASE is valid; MIN_CAPACITY is supplied; no payload borrow is live.	DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: commit=NO_DESTRUCTIVE_COMMIT; post=Capacity becomes at least max(len,MIN_CAPACITY) and no greater than old capacity; values/order preserved.; equation=BASE1=BASE0. || DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_RELOCATE: commit=COMMIT_AFTER_ALL_VALUES_RELOCATE; post=Capacity becomes at least max(len,MIN_CAPACITY) and no greater than old capacity; values/order preserved.; equation=Values and order preserved; every old-root fact invalidated.	DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: ZERO Outcome branch calls: ZERO. || DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_RELOCATE: ZERO Outcome branch calls: ZERO.	DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: ALLOC(BASE)=A0 || DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_RELOCATE: ALLOC(BASE')=A1;A0=released	DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE: O(len) only if relocating; at most one replacement allocation. || DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_RELOCATE: O(len) only if relocating; at most one replacement allocation.	REF-RUST-VEC	c24e9f8f13df3bab4a2c24129354bb860d793392c56690d6e736f2acc074ef6d	FROZEN_PROTOCOL
ALG-61FA437703DF6196C1C2	OPG-61FA437703DF6196C1C2	DENSE-PUSH	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=BASE is valid; VALUE is owned; no incompatible borrow is live. || DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; VALUE is owned; no incompatible borrow is live.	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=Success moves VALUE exactly once into old len and increments len.; equation=All old and offered owners reach exactly one post-state role. || DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=Success moves VALUE exactly once into old len and increments len.; equation=Every offered owner has exactly one declared destination.	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: O(1) amortized; at most one O(len) growth and one allocation. || DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: O(1) amortized; at most one O(len) growth and one allocation.	REF-RUST-VEC	c3e99efe2c873d1cd1ca90a1f9e916fc61ed6ba426867ddbe80bfa49f45a40e1	FROZEN_PROTOCOL
ALG-6569729E8365D2E0B879	OPG-6569729E8365D2E0B879	DENSE-VIEW-SPLIT-TRAP	DENSE-VIEW-SPLIT-TRAP::VIEW-SPLIT-01::COMMON-NON-OD1::SUCCESS	DENSE-VIEW-SPLIT-TRAP::VIEW-SPLIT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is valid; MID is supplied.	DENSE-VIEW-SPLIT-TRAP::VIEW-SPLIT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=MID<=len returns disjoint children covering VIEW; otherwise traps before access.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-VIEW-SPLIT-TRAP::VIEW-SPLIT-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-VIEW-SPLIT-TRAP::VIEW-SPLIT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-VIEW-SPLIT-TRAP::VIEW-SPLIT-01::COMMON-NON-OD1::SUCCESS: O(1); zero allocation.	REF-RUST-VEC	a0fa8af08ec59a519c2e480afded6f8b627f2b7278e8af35a4ad1e259e2e3c4b	FROZEN_PROTOCOL
ALG-6706C2F32BFC313233CC	OPG-6706C2F32BFC313233CC	DENSE-VIEW-AS-FIXED	DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::ABSENT,DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::PRESENT	DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::ABSENT: trigger=Requested element, range, chunk, or endpoint does not exist.; pre=VIEW is valid; const N is supplied. || DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::PRESENT: trigger=Requested element, range, chunk, or endpoint exists.; pre=VIEW is valid; const N is supplied.	DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::ABSENT: commit=NO_DESTRUCTIVE_COMMIT; post=Equal length returns receiver-rooted fixed-array borrow; unequal length returns None.; equation=BASE1=BASE0; no borrow or owner is created. || DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::PRESENT: commit=NO_DESTRUCTIVE_COMMIT; post=Equal length returns receiver-rooted fixed-array borrow; unequal length returns None.; equation=BASE1=BASE0 and result.root=A0 and result.version=V0.	DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::ABSENT: ZERO Outcome branch calls: ZERO. || DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::PRESENT: ZERO Outcome branch calls: ZERO.	DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::ABSENT: ALLOC(BASE)=A0 || DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::PRESENT: ALLOC(BASE)=A0	DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::ABSENT: O(1); zero allocation. || DENSE-VIEW-AS-FIXED::VIEW-ARRAY-01::COMMON-NON-OD1::PRESENT: O(1); zero allocation.	REF-RUST-VEC	015244cca999d477765a0b61d4505407e84480873072f0991adaf444ae6c7b67	FROZEN_PROTOCOL
ALG-685236208C2FDE668F78	OPG-685236208C2FDE668F78	DENSE-FIXED-MAP	DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::SUCCESS	DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=ARRAY and FN are owned; ARRAY has N live values.	DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns owned fixed array of N output owners in source order; every input owner has one callback disposition.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::SUCCESS: Exactly N FnMut calls in increasing index order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::SUCCESS: O(N); zero heap allocation mandated.	REF-RUST-VEC	9bc722a656d3cd10d60165ab34acef63662aa08e5da668699a141bf3be0a6dfd	FROZEN_PROTOCOL
ALG-71539D0B284008728C8E	OPG-71539D0B284008728C8E	DENSE-SORT-UNSTABLE	DENSE-SORT-UNSTABLE::VIEW-SORT-02::COMMON-NON-OD1::SUCCESS	DENSE-SORT-UNSTABLE::VIEW-SORT-02::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is uniquely borrowed; comparator relation is available.	DENSE-SORT-UNSTABLE::VIEW-SORT-02::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns an unstable sorted permutation; every owner appears once.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-SORT-UNSTABLE::VIEW-SORT-02::COMMON-NON-OD1::SUCCESS: Direct comparator calls in frozen unstable-sort algorithm order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-SORT-UNSTABLE::VIEW-SORT-02::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-SORT-UNSTABLE::VIEW-SORT-02::COMMON-NON-OD1::SUCCESS: O(n log n); zero allocation in the Rust-contract control.	REF-RUST-SORT-UNSTABLE	c5f1cb501d89825d8f637eb66da1110e68e091ae159d9b03331598197ee9fc9f	FROZEN_PROTOCOL
ALG-72639F0E7C7CA6E65EDA	OPG-72639F0E7C7CA6E65EDA	DENSE-SELECT-UNSTABLE	DENSE-SELECT-UNSTABLE::VIEW-SELECT-01::COMMON-NON-OD1::SUCCESS	DENSE-SELECT-UNSTABLE::VIEW-SELECT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is uniquely borrowed; INDEX is supplied; comparator is owned/borrowed per member.	DENSE-SELECT-UNSTABLE::VIEW-SELECT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=In bounds partitions values around the returned INDEX owner without stability; every owner appears once.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-SELECT-UNSTABLE::VIEW-SELECT-01::COMMON-NON-OD1::SUCCESS: Direct comparator calls follow the frozen selection algorithm. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-SELECT-UNSTABLE::VIEW-SELECT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-SELECT-UNSTABLE::VIEW-SELECT-01::COMMON-NON-OD1::SUCCESS: O(n) expected/frozen algorithm bound; zero mandatory allocation.	REF-RUST-VEC	0803b8949272341daf00cdb9fafdb2d6add47c0c9a521bd702dcf34da0d2793f	FROZEN_PROTOCOL
ALG-7A04BBF6EBA8C8C50D8B	OPG-7A04BBF6EBA8C8C50D8B	DENSE-SWAP	DENSE-SWAP::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS	DENSE-SWAP::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is uniquely borrowed; LEFT and RIGHT are supplied.	DENSE-SWAP::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=In bounds equal indices are a no-op; unequal indices exchange sole owners; out of bounds traps before mutation.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-SWAP::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-SWAP::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-SWAP::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: O(1); zero allocation.	REF-RUST-VEC	ad041ef5d21efbde9f5a637d7affc8ffa026eec4e4d38f9aa1bc3128ff0a1a80	FROZEN_PROTOCOL
ALG-7B8763CA0C1B5EDDF248	OPG-7B8763CA0C1B5EDDF248	DENSE-SORT-STABLE-CACHED-KEY	DENSE-SORT-STABLE-CACHED-KEY::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS	DENSE-SORT-STABLE-CACHED-KEY::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is uniquely borrowed; KEY is owned.	DENSE-SORT-STABLE-CACHED-KEY::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns stable key order; cached keys are operation-local and destroyed once.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-SORT-STABLE-CACHED-KEY::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: Exactly one key call per original element, then direct key comparisons in frozen order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-SORT-STABLE-CACHED-KEY::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-SORT-STABLE-CACHED-KEY::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: O(n log n); one cached-key scratch array and stable-sort scratch; both charged.	REF-RUST-SORT-STABLE	9c7c45d39ab06f0cd4441dd77aa7cfc97a5dac3e3bc57cf7bf6ec3dd72342ff7	FROZEN_PROTOCOL
ALG-803951EC4477B6133604	OPG-803951EC4477B6133604	DENSE-VIEW-ARRAY-CHUNKS	DENSE-VIEW-ARRAY-CHUNKS::VIEW-ARRAY-CHUNKS-01::COMMON-NON-OD1::SUCCESS	DENSE-VIEW-ARRAY-CHUNKS::VIEW-ARRAY-CHUNKS-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is valid; const chunk width N is supplied.	DENSE-VIEW-ARRAY-CHUNKS::VIEW-ARRAY-CHUNKS-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=For N>0 returns ordered exact chunks plus remainder; N=0 traps before access.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-VIEW-ARRAY-CHUNKS::VIEW-ARRAY-CHUNKS-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-VIEW-ARRAY-CHUNKS::VIEW-ARRAY-CHUNKS-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-VIEW-ARRAY-CHUNKS::VIEW-ARRAY-CHUNKS-01::COMMON-NON-OD1::SUCCESS: O(1) view partition; zero allocation.	REF-RUST-VEC	49f1b9dbeb2cc9ebc0cf42558382ffc3e1d8056c469574817944398c666571df	FROZEN_PROTOCOL
ALG-81D91A2371A781AB4433	OPG-81D91A2371A781AB4433	DENSE-ITER-OWN	DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_BACK,DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_FRONT	DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_BACK: trigger=front<back and next_back is called.; pre=BASE is a valid sole owner. || DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_FRONT: trigger=front<back and next is called.; pre=BASE is a valid sole owner.	DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_BACK: commit=BACK_DEAD_BEFORE_RESULT; post=Returns one cursor owning the master allocation and exact live interval [front,back); yields remove one endpoint before returning its owner.; equation=Returned owner is absent from cursor live interval. || DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_FRONT: commit=FRONT_DEAD_BEFORE_RESULT; post=Returns one cursor owning the master allocation and exact live interval [front,back); yields remove one endpoint before returning its owner.; equation=Returned owner is absent from cursor live interval.	DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_BACK: ZERO Outcome branch calls: ZERO. || DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_FRONT: ZERO Outcome branch calls: ZERO.	DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_BACK: ALLOC=A0 || DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_FRONT: ALLOC=A0	DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_BACK: O(1) per yield; close/drop destroys exactly remaining interval then releases once. || DENSE-ITER-OWN::TRAIT-INTOITER-01::COMMON-NON-OD1::YIELD_FRONT: O(1) per yield; close/drop destroys exactly remaining interval then releases once.	REF-RUST-INTOITER	83908d5cf1e7cfe629e7c66a9a690fb27c03cfdd53f7ffe339bef76fc3c497f1	FROZEN_PROTOCOL
ALG-82E5F9D619AFE11913A5	OPG-82E5F9D619AFE11913A5	DENSE-SWAP-WITH-VIEW	DENSE-SWAP-WITH-VIEW::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS	DENSE-SWAP-WITH-VIEW::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=LEFT and RIGHT are unique equal-length nonoverlapping views.	DENSE-SWAP-WITH-VIEW::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Each pair of sole owners exchanges positions; unequal length traps before mutation.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-SWAP-WITH-VIEW::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-SWAP-WITH-VIEW::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-SWAP-WITH-VIEW::VIEW-SWAP-01::COMMON-NON-OD1::SUCCESS: O(len) swaps; zero allocation.	REF-RUST-VEC	0762be21987467d981d967e19223a6dcb8e7fffb8e94e215358c13a7df348a59	FROZEN_PROTOCOL
ALG-82E80D0EF9FA7A7EA908	OPG-82E80D0EF9FA7A7EA908	DENSE-SORT-STABLE	DENSE-SORT-STABLE::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS	DENSE-SORT-STABLE::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is uniquely borrowed; comparator relation is available.	DENSE-SORT-STABLE::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns a stable sorted permutation; every owner appears once.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-SORT-STABLE::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: Direct comparator calls in frozen stable-sort algorithm order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-SORT-STABLE::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-SORT-STABLE::VIEW-SORT-01::COMMON-NON-OD1::SUCCESS: O(n log n); charged scratch allocation; no per-item allocation.	REF-RUST-SORT-STABLE	159926a3239b6e7a13d2274d0e8dce33f64b131f53888f9c7066ac6baaba56e0	FROZEN_PROTOCOL
ALG-8F9AEE5B85AEE7626760	OPG-8F9AEE5B85AEE7626760	DENSE-VIEW-SPLIT-CHECKED	DENSE-VIEW-SPLIT-CHECKED::VIEW-SPLIT-02::COMMON-NON-OD1::SUCCESS	DENSE-VIEW-SPLIT-CHECKED::VIEW-SPLIT-02::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is valid; MID is supplied.	DENSE-VIEW-SPLIT-CHECKED::VIEW-SPLIT-02::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=MID<=len returns disjoint children covering VIEW; otherwise returns checked error and preserves VIEW authority.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-VIEW-SPLIT-CHECKED::VIEW-SPLIT-02::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-VIEW-SPLIT-CHECKED::VIEW-SPLIT-02::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-VIEW-SPLIT-CHECKED::VIEW-SPLIT-02::COMMON-NON-OD1::SUCCESS: O(1); zero allocation.	REF-RUST-VEC	01239138ce0d99b3747c859209fffebbbe92f5d6ba9f054a4eec6c9f2d141d0a	FROZEN_PROTOCOL
ALG-8FAE10ACBF6D5D4C8079	OPG-8FAE10ACBF6D5D4C8079	DENSE-VIEW-META	DENSE-VIEW-META::VIEW-META-01::COMMON-NON-OD1::SUCCESS	DENSE-VIEW-META::VIEW-META-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is valid.	DENSE-VIEW-META::VIEW-META-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns exact len/empty metadata and preserves VIEW.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-VIEW-META::VIEW-META-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-VIEW-META::VIEW-META-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-VIEW-META::VIEW-META-01::COMMON-NON-OD1::SUCCESS: O(1); zero allocation.	REF-RUST-VEC	70f387d17514707507dec97a7d823928a57143e949fd9adaf18fc92137de291b	FROZEN_PROTOCOL
ALG-945AB36A8CA986281B8C	OPG-945AB36A8CA986281B8C	DENSE-FILL-CLONE	DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS	DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is uniquely borrowed and SEED is owned.	DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Every slot is clone-updated; nonfinal slots use clone_from and the final slot receives SEED by move; empty input destroys SEED unused.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS: Exactly max(len-1,0) clone_from calls in index order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS: O(len); zero allocation mandated by storage; behavior-owned allocation remains charged.	REF-RUST-VEC	c14bb033018c0c313bf82403a280a4b592c9f262fdef85cbad222a694d3a3ee8	FROZEN_PROTOCOL
ALG-98389AF4C5612FDD679B	OPG-98389AF4C5612FDD679B	DENSE-DEDUP-BY-KEY	DENSE-DEDUP-BY-KEY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS	DENSE-DEDUP-BY-KEY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is valid and uniquely owned.	DENSE-DEDUP-BY-KEY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=BASE retains one owner per adjacent equal-key run in stable order; removed owners are destroyed once.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-DEDUP-BY-KEY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: Key calls follow the frozen adjacent-comparison algorithm; no persistent key array is permitted. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-DEDUP-BY-KEY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-DEDUP-BY-KEY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: O(n) key/comparison calls; O(n) relocations; zero persistent scratch.	REF-RUST-VEC	18554be3f6fa46a1334d76e959b83f140bc18bd09f7c321109de20ac98b66e10	FROZEN_PROTOCOL
ALG-98BE03422F54F26943F6	OPG-98BE03422F54F26943F6	DENSE-VIEW-CONSUME-SPLIT	DENSE-VIEW-CONSUME-SPLIT::VIEW-CONSUME-01::COMMON-NON-OD1::SUCCESS	DENSE-VIEW-CONSUME-SPLIT::VIEW-CONSUME-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=VIEW is valid; split specification is checked.	DENSE-VIEW-CONSUME-SPLIT::VIEW-CONSUME-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Success consumes the input view authority and returns disjoint child views covering it; error preserves input authority.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-VIEW-CONSUME-SPLIT::VIEW-CONSUME-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-VIEW-CONSUME-SPLIT::VIEW-CONSUME-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-VIEW-CONSUME-SPLIT::VIEW-CONSUME-01::COMMON-NON-OD1::SUCCESS: O(1); zero allocation.	REF-RUST-VEC	38b48dc8cb1a1d8fdbc2c0acd0123b90f947fed8e5ceb6691ee44dcf062d54c3	FROZEN_PROTOCOL
