contract_id	branch_id	route_scope	role	returns_borrow_bearing_owner	requires_result_provenance	condition	conditional_capability_ids	disposition	reopening_trigger
OMAP-CLEAR-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-META-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-INSERT-01	EXIT_RECOVERABLE_FAILURE	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Normalized recoverable precommit failure from insert or absent-element replace returns offered T containing borrow leaves with the set unchanged. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-INSERT-01	INSERT_DUPLICATE_DROP_OFFERED	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Duplicate insert returns false, preserves the canonical stored representative, and destroys offered T containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-INSERT-01	INSERT_NOVEL_STORE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Novel insert stores offered T containing live borrow leaves; any split or rehash preserves every surviving payload. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-INSERT-01	REPLACE_ABSENT_STORE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	replace finds no equivalent element, returns None, and stores offered T containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-INSERT-01	REPLACE_PRESENT_RETURN_DISPLACED	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	replace finds an equivalent element and returns displaced T containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-INSERT-01	REPLACE_PRESENT_STORE_OFFERED	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	replace finds an equivalent element and stores offered T containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-REMOVE-01	POP_ENDPOINT_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	pop_first or pop_last returns endpoint T containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-REMOVE-01	REMOVE_DROP_STORED	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	remove returns bool and destroys the matched stored T containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-REMOVE-01	TAKE_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	take returns the matched T containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-RANGE-01	BORROW_BEARING_RANGE_DESCRIPTOR	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	range consumes a user-defined RangeBounds descriptor R containing live borrow leaves and calls RangeBounds only while R is live. The same R outer owner remains valid across each normal call, but a shared-receiver call may end, replace, or move R's internal leaves only under the declared RangeBounds behavior-effect relation. Surviving leaves keep roots, ended leaves end once, new leaves are relation-authorized, and any unique transfer ends in R before destination liveness; temporary &R, field addresses, and call frames mint no root. Each later call consumes the preceding post-R state. R is destroyed exactly once; no returned cursor or payload provenance derives from R. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-RANGE-01	OWNING_INTOITER_BORROW_BEARING_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	BTreeSet owning IntoIter state yields payload values containing borrow leaves; borrowed iter and range members are not widened by this branch. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-BULK-01	APPEND_CLEAR_BORROW_BEARING_PAYLOAD	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	BTreeSet::append or clear moves or destroys retained payload values containing borrow leaves; the base matrix branch is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
OSET-BULK-01	SPLIT_OFF_BORROW_BEARING_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	BTreeSet::split_off returns a new owner whose retained payload values contain borrow leaves; the base matrix branch is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SET-REL-01	GENERATED_HASHER_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Each BuildHasher::build_hasher call returns exactly one call-local H owner whose initial borrow leaves and the post-call leaves retained by the same valid S owner jointly follow the declared BuildHasher result and behavior-effect relations. Every surviving S leaf keeps its exact root; each newly installed S leaf and each initial H leaf follows those relations. A unique leaf moved from S into H ends in S before becoming live in H and is never simultaneously live in both. No H leaf derives from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf value stored in S may transfer with its independent external root. The same H owner remains valid across the required Hash::hash and Hasher calls; those calls may evolve H's internal leaves only under the declared Hasher behavior-effect relation, with surviving roots preserved and ended unique leaves not duplicated. H is accessed only by call-scoped reborrows and is destroyed exactly once before the operation or lazy cursor step completes. H or S provenance never becomes payload or public result-borrow provenance. Hash output may influence the logical probe, destination, or Boolean result, but alone mints no occupancy, liveness, uniqueness, or check-elision fact; occupancy metadata gates payload access and Eq gates equivalence. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SET-REL-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	The same stored BuildHasher S owner remains valid, but each build_hasher call may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root; every newly installed S leaf follows that relation. A unique leaf transferred from S into generated H ends in S before it becomes live in H and is never simultaneously live in both owners. Only the HashSet relation branch invokes one or both sets' stored BuildHasher states; neither owner or its evolving leaf state grants payload or Boolean-result authority. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SET-ALG-02	GENERATED_HASHER_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Each BuildHasher::build_hasher call returns exactly one call-local H owner whose initial borrow leaves and the post-call leaves retained by the same valid S owner jointly follow the declared BuildHasher result and behavior-effect relations. Every surviving S leaf keeps its exact root; each newly installed S leaf and each initial H leaf follows those relations. A unique leaf moved from S into H ends in S before becoming live in H and is never simultaneously live in both. No H leaf derives from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf value stored in S may transfer with its independent external root. The same H owner remains valid across the required Hash::hash and Hasher calls; those calls may evolve H's internal leaves only under the declared Hasher behavior-effect relation, with surviving roots preserved and ended unique leaves not duplicated. H is accessed only by call-scoped reborrows and is destroyed exactly once before the operation or lazy cursor step completes. H or S provenance never becomes payload or public result-borrow provenance. Hash output may influence the logical probe, destination, or Boolean result, but alone mints no occupancy, liveness, uniqueness, or check-elision fact; occupancy metadata gates payload access and Eq gates equivalence. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SET-ALG-02	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	The same stored BuildHasher S owner remains valid, but each build_hasher call may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root; every newly installed S leaf follows that relation. A unique leaf transferred from S into generated H ends in S before it becomes live in H and is never simultaneously live in both owners. The lazy HashSet algebra cursor retains its source-set borrows and invokes stored BuildHasher state on demand; S remains source-owned and grants no yielded-payload provenance. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-META-01	EVENTUAL_BORROW_BEARING_PAYLOAD_DROP	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Destroying a nonempty HashMap destroys retained key or value roles containing borrow leaves; scalar metadata members are not widened. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-META-01	EXISTING_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	len, is_empty, capacity, or hasher operates on an existing map whose stored BuildHasher state contains live borrow leaves and remains valid across the call. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-META-01	HASH_BUILDER_BORROW_BEARING_RESULT	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	with_hasher or with_capacity_and_hasher returns a map retaining BuildHasher state that contains borrow leaves; scalar metadata and hasher-view members are not widened. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-RESERVE-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-RESERVE-01	GENERATED_HASHER_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Each BuildHasher::build_hasher call returns exactly one call-local H owner whose initial borrow leaves and the post-call leaves retained by the same valid S owner jointly follow the declared BuildHasher result and behavior-effect relations. Every surviving S leaf keeps its exact root; each newly installed S leaf and each initial H leaf follows those relations. A unique leaf moved from S into H ends in S before becoming live in H and is never simultaneously live in both. No H leaf derives from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf value stored in S may transfer with its independent external root. The same H owner remains valid across the required Hash::hash and Hasher calls; those calls may evolve H's internal leaves only under the declared Hasher behavior-effect relation, with surviving roots preserved and ended unique leaves not duplicated. H is accessed only by call-scoped reborrows and is destroyed exactly once before the operation or lazy cursor step completes. H or S provenance never becomes payload or public result-borrow provenance. Hash output may influence the logical probe, destination, or Boolean result, but alone mints no occupancy, liveness, uniqueness, or check-elision fact; occupancy metadata gates payload access and Eq gates equivalence. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-RESERVE-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	The same stored BuildHasher S owner remains valid, but each build_hasher call may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root; every newly installed S leaf follows that relation. A unique leaf transferred from S into generated H ends in S before it becomes live in H and is never simultaneously live in both owners. The operation invokes stored BuildHasher state containing live borrow leaves; the S owner remains valid through the operation and its exact eventual destruction, and neither old nor new S leaf state grants payload or result provenance. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-LOOKUP-01	GENERATED_HASHER_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Each BuildHasher::build_hasher call returns exactly one call-local H owner whose initial borrow leaves and the post-call leaves retained by the same valid S owner jointly follow the declared BuildHasher result and behavior-effect relations. Every surviving S leaf keeps its exact root; each newly installed S leaf and each initial H leaf follows those relations. A unique leaf moved from S into H ends in S before becoming live in H and is never simultaneously live in both. No H leaf derives from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf value stored in S may transfer with its independent external root. The same H owner remains valid across the required Hash::hash and Hasher calls; those calls may evolve H's internal leaves only under the declared Hasher behavior-effect relation, with surviving roots preserved and ended unique leaves not duplicated. H is accessed only by call-scoped reborrows and is destroyed exactly once before the operation or lazy cursor step completes. H or S provenance never becomes payload or public result-borrow provenance. Hash output may influence the logical probe, destination, or Boolean result, but alone mints no occupancy, liveness, uniqueness, or check-elision fact; occupancy metadata gates payload access and Eq gates equivalence. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-LOOKUP-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	The same stored BuildHasher S owner remains valid, but each build_hasher call may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root; every newly installed S leaf follows that relation. A unique leaf transferred from S into generated H ends in S before it becomes live in H and is never simultaneously live in both owners. The operation invokes stored BuildHasher state containing live borrow leaves; the S owner remains valid through the operation and its exact eventual destruction, and neither old nor new S leaf state grants payload or result provenance. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-DISJOINT-01	GENERATED_HASHER_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Each BuildHasher::build_hasher call returns exactly one call-local H owner whose initial borrow leaves and the post-call leaves retained by the same valid S owner jointly follow the declared BuildHasher result and behavior-effect relations. Every surviving S leaf keeps its exact root; each newly installed S leaf and each initial H leaf follows those relations. A unique leaf moved from S into H ends in S before becoming live in H and is never simultaneously live in both. No H leaf derives from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf value stored in S may transfer with its independent external root. The same H owner remains valid across the required Hash::hash and Hasher calls; those calls may evolve H's internal leaves only under the declared Hasher behavior-effect relation, with surviving roots preserved and ended unique leaves not duplicated. H is accessed only by call-scoped reborrows and is destroyed exactly once before the operation or lazy cursor step completes. H or S provenance never becomes payload or public result-borrow provenance. Hash output may influence the logical probe, destination, or Boolean result, but alone mints no occupancy, liveness, uniqueness, or check-elision fact; occupancy metadata gates payload access and Eq gates equivalence. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-DISJOINT-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	The same stored BuildHasher S owner remains valid, but each build_hasher call may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root; every newly installed S leaf follows that relation. A unique leaf transferred from S into generated H ends in S before it becomes live in H and is never simultaneously live in both owners. The operation invokes stored BuildHasher state containing live borrow leaves; the S owner remains valid through the operation and its exact eventual destruction, and neither old nor new S leaf state grants payload or result provenance. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-INSERT-01	ABSENT_STORE_KEY_VALUE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Absent insert stores offered K and V; either live stored role contains borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-INSERT-01	EXIT_RECOVERABLE_FAILURE	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Recoverable precommit capacity or allocation failure returns offered K and V as the sole owners, with the map unchanged; either returned role contains live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-INSERT-01	GENERATED_HASHER_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Each BuildHasher::build_hasher call returns exactly one call-local H owner whose initial borrow leaves and the post-call leaves retained by the same valid S owner jointly follow the declared BuildHasher result and behavior-effect relations. Every surviving S leaf keeps its exact root; each newly installed S leaf and each initial H leaf follows those relations. A unique leaf moved from S into H ends in S before becoming live in H and is never simultaneously live in both. No H leaf derives from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf value stored in S may transfer with its independent external root. The same H owner remains valid across the required Hash::hash and Hasher calls; those calls may evolve H's internal leaves only under the declared Hasher behavior-effect relation, with surviving roots preserved and ended unique leaves not duplicated. H is accessed only by call-scoped reborrows and is destroyed exactly once before the operation or lazy cursor step completes. H or S provenance never becomes payload or public result-borrow provenance. Hash output may influence the logical probe, destination, or Boolean result, but alone mints no occupancy, liveness, uniqueness, or check-elision fact; occupancy metadata gates payload access and Eq gates equivalence. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-INSERT-01	OCCUPIED_DROP_OFFERED_KEY	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	An equivalent key exists, the canonical stored K survives, and offered K containing live borrow leaves is destroyed. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-INSERT-01	OCCUPIED_RETURN_DISPLACED_VALUE	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	An equivalent key exists and displaced V containing live borrow leaves is returned while offered V remains valid in storage. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-INSERT-01	OCCUPIED_STORE_OFFERED_VALUE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	An equivalent key exists and offered V containing live borrow leaves replaces the old V. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-INSERT-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	The same stored BuildHasher S owner remains valid, but each build_hasher call may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root; every newly installed S leaf follows that relation. A unique leaf transferred from S into generated H ends in S before it becomes live in H and is never simultaneously live in both owners. The operation invokes stored BuildHasher state containing live borrow leaves; the S owner remains valid through the operation and its exact eventual destruction, and neither old nor new S leaf state grants payload or result provenance. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-REMOVE-01	GENERATED_HASHER_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Each BuildHasher::build_hasher call returns exactly one call-local H owner whose initial borrow leaves and the post-call leaves retained by the same valid S owner jointly follow the declared BuildHasher result and behavior-effect relations. Every surviving S leaf keeps its exact root; each newly installed S leaf and each initial H leaf follows those relations. A unique leaf moved from S into H ends in S before becoming live in H and is never simultaneously live in both. No H leaf derives from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf value stored in S may transfer with its independent external root. The same H owner remains valid across the required Hash::hash and Hasher calls; those calls may evolve H's internal leaves only under the declared Hasher behavior-effect relation, with surviving roots preserved and ended unique leaves not duplicated. H is accessed only by call-scoped reborrows and is destroyed exactly once before the operation or lazy cursor step completes. H or S provenance never becomes payload or public result-borrow provenance. Hash output may influence the logical probe, destination, or Boolean result, but alone mints no occupancy, liveness, uniqueness, or check-elision fact; occupancy metadata gates payload access and Eq gates equivalence. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-REMOVE-01	REMOVE_DROP_KEY	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	remove destroys removed K containing live borrow leaves while returning only V; every surviving entry remains valid through repair or relocation. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-REMOVE-01	REMOVE_ENTRY_PAIR_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	remove_entry returns (K, V), and either returned live role contains borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-REMOVE-01	REMOVE_VALUE_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	remove returns V containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-REMOVE-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	The same stored BuildHasher S owner remains valid, but each build_hasher call may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root; every newly installed S leaf follows that relation. A unique leaf transferred from S into generated H ends in S before it becomes live in H and is never simultaneously live in both owners. The operation invokes stored BuildHasher state containing live borrow leaves; the S owner remains valid through the operation and its exact eventual destruction, and neither old nor new S leaf state grants payload or result provenance. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-ITER-01	OWNING_HASH_BUILDER_DROP	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Consuming HashMap into any owning iterator destroys stored BuildHasher state containing live borrow leaves exactly once before returning the iterator cursor; no owning cursor retains S. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-ITER-01	OWNING_INTOITER_PAIR_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Owning IntoIter yields (K, V), and either yielded role contains live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-ITER-01	OWNING_INTO_KEYS_OMITTED_VALUE_DROP	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	IntoKeys destroys every omitted V containing live borrow leaves exactly once. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HMAP-ITER-01	OWNING_INTO_KEYS_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	IntoKeys yields K containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
