impl_ordinal	topology_route_identity	impl_key	selection_family	owning_contract_ids	implementer	exact_classifier_id	classifier_rationale	primary_refinement_family_or_gate	required_predecessor_family_ids	required_predecessor_gate_stage_ids	implicated_or_reopening_family_ids	implicated_or_reopening_gate_stage_ids	classification_policy	topology_scope_policy	source_artifact	source_row_sha256	source_crosswalk_sha256	vocabulary_sha256	classifier_member_count	classifier_member_sha256	policy_version
293	c4d5796addf4afd8fd3cc3a2eed02f5cd8e2fa71ddee6f27324554ee1137c95d	f5822ff97776aa73516ce2763bc01946ea4ba6ef8d894d13a64b66d93f35fc06	INTO_ITERATOR	TRAIT-INTOITER-01	&'a mut BTreeMap<K, V, A>	CLASS-ORDERED	B-tree map and set implementers retain comparison-ordered topology after reviewed dense node arrays and both general recursive-owner and stable-identity node routes; candidates need not combine them or pay unused metadata.	F-ORDERED	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	F-ORDERED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	1e7cf33eab2a4dcbe12b1645ad2a9ced39fec6f23bfe81bb53cf78d479cad9d3	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	27	ffab0aaf622bb3cdb43007b0d90c4d0a34656a9c51350da61777824ec9b1e529	xlang-g0-trait-impl-topology-routing-v1
294	a848f2ea50e59cbfa38e93e5c39939453c2135ef05b3cd7c0481a29552b0ca24	11b21ada3ccf1c7311257e8a6d6fa28cbd99445e9994a91df30ca9a359010a6f	INTO_ITERATOR	TRAIT-INTOITER-01	&'a BTreeSet<T, A>	CLASS-ORDERED	B-tree map and set implementers retain comparison-ordered topology after reviewed dense node arrays and both general recursive-owner and stable-identity node routes; candidates need not combine them or pay unused metadata.	F-ORDERED	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	F-ORDERED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	fc0279d6382ce8da32be5d9ab18262e29131d9580399cf853e01446bdc2f2171	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	27	ffab0aaf622bb3cdb43007b0d90c4d0a34656a9c51350da61777824ec9b1e529	xlang-g0-trait-impl-topology-routing-v1
295	c0a5e4f1042618100e91cf6030b200a0c5f30970cc831e48aa309a301b80cc3a	a19c14a27954d4ce64a1cf9b846cb95fc4b75c041ad2ed7421d68f6ae17014d5	INTO_ITERATOR	TRAIT-INTOITER-01	&'a BinaryHeap<T, A>	CLASS-HEAP	BinaryHeap implementers require heap repair semantics, with dense storage retained only as a predecessor.	F-HEAP	F-DENSE	NONE	F-HEAP	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	0904b02685bff303ea5c9ffed658ccc521b4a4ca8c696058afc6aad1a7db459a	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	7	e170eed3e6333a5a90365f15d7ab03fee1ceff77bc8e3e508fef86e9e9633a03	xlang-g0-trait-impl-topology-routing-v1
296	d839833f9e8b2392a87b358da909f47f37e43b1b70b1a147b70e94b01160e39e	1ad3354ad1b466be5167ca13a22cc01d0e21d77d4183c2e8db74912bf658af15	INTO_ITERATOR	TRAIT-INTOITER-01	&'a LinkedList<T, A>	CLASS-LINKED	LinkedList implementers pass through the linked-composition gate after dense, identity, and recursive predecessors.	GATE-LINKED-COMPOSITION	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	NONE	GATE-LINKED-COMPOSITION	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	4ce5cc42101c20c581300ab7e51730c3eb216e4f0bd7bc964cf73df3918a7746	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	14	568c3bd6f7ae28ba7012e943ab52521be1289b0352a9fbd2a0f5c7d58105af04	xlang-g0-trait-impl-topology-routing-v1
297	f76f66c043ceeec21afcb6694826b39586f77e3a713e193065679a8f11ba7b72	3749cd638f61ae83e9e0c20aa836845ead5bbaeb650381cd742b2e88d1c5ba68	INTO_ITERATOR	TRAIT-INTOITER-01	&'a Vec<T, A>	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	ba50079c14dbf96b3937aa7f4550654cdf60bdce62e4ece503791124161d2cdf	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
298	b2daabe88177092a9e7c92ff26c4a3fab9d4fe78356ed152b3c53a383daef24b	82752ce7262edf1795e6700fc6a34bfee283b2deb523593600ebbaeb5b1f7249	INTO_ITERATOR	TRAIT-INTOITER-01	&'a VecDeque<T, A>	CLASS-DEQUE	VecDeque implementers retain the distinct ring and rebalance topology.	F-DEQUE	NONE	NONE	F-DEQUE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	62365883803bda1ecd37075351f034ffaa368aed01e4edf7514d8fecec887176	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	22	625e1b947a6762793614602f05917501b4e81dbe58fd3167e1b7aa502a74dd4e	xlang-g0-trait-impl-topology-routing-v1
299	4606068ffad836421a5fd2dff4d5c9e84245d9003650aabe883e8fe0f3899b9d	0b374352d5b563b7cf65e1e2d87abb42a8edc353c97f49d719457fbde0bca415	INTO_ITERATOR	TRAIT-INTOITER-01	&'a mut LinkedList<T, A>	CLASS-LINKED	LinkedList implementers pass through the linked-composition gate after dense, identity, and recursive predecessors.	GATE-LINKED-COMPOSITION	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	NONE	GATE-LINKED-COMPOSITION	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	79b7033d27e8ad7b7338f163d7ba29b1805f69ac537f6204bc63b40b6d9f7080	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	14	568c3bd6f7ae28ba7012e943ab52521be1289b0352a9fbd2a0f5c7d58105af04	xlang-g0-trait-impl-topology-routing-v1
300	703788ea42711b387666a6cefa8c86d8d6eff08db5f9b96a4606cd4ad6a4e14d	b8d877919b0df1a4ba91d6ca9a05fe1f7914e6bfcbd9d98c6f5df00dd7f913ba	INTO_ITERATOR	TRAIT-INTOITER-01	&'a mut Vec<T, A>	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	59afa05cba6305e9fb0262f963ecf6626c518d650bd3aa570b7edb039e267c64	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
301	4f74b171a5e343229b08ed758a503f99c342db25104ddc8a70deb6fc8189f4a2	3e08a8e2f7d5b2e064739d4274c4bc6efad7ffb151aebdd578ad40e663d9bad4	INTO_ITERATOR	TRAIT-INTOITER-01	&'a mut VecDeque<T, A>	CLASS-DEQUE	VecDeque implementers retain the distinct ring and rebalance topology.	F-DEQUE	NONE	NONE	F-DEQUE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	a682b5413e0e09214b79cfe532a782512369fa7aca90e041e68710c20ec903cd	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	22	625e1b947a6762793614602f05917501b4e81dbe58fd3167e1b7aa502a74dd4e	xlang-g0-trait-impl-topology-routing-v1
302	f767813606f15ad23fc47a6d284eac43d3e08a9a724d067c07a1987e7894078f	4f8af7b2e6327b30e8b0b573462a6e1888c9cc66375de2ce1c84e4c0d677f442	INTO_ITERATOR	TRAIT-INTOITER-01	BTreeMap<K, V, A>	CLASS-ORDERED	B-tree map and set implementers retain comparison-ordered topology after reviewed dense node arrays and both general recursive-owner and stable-identity node routes; candidates need not combine them or pay unused metadata.	F-ORDERED	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	F-ORDERED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	b8b465581ce5c299617bc4252c8d2aef06714195d48c1bd18fdabb0fe13695d2	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	27	ffab0aaf622bb3cdb43007b0d90c4d0a34656a9c51350da61777824ec9b1e529	xlang-g0-trait-impl-topology-routing-v1
303	bf851e11cefcc82642610653c453d6c9171c39ae3e2b8a50bebf6ef08b6187eb	f0b01d4985bfc2913996f5bbde547c8d14690caf20464fc94cb991f7832a0dc1	INTO_ITERATOR	TRAIT-INTOITER-01	BTreeSet<T, A>	CLASS-ORDERED	B-tree map and set implementers retain comparison-ordered topology after reviewed dense node arrays and both general recursive-owner and stable-identity node routes; candidates need not combine them or pay unused metadata.	F-ORDERED	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	F-ORDERED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	3241c0d55ca8ad423a82f205e10fd96f4931a24a67b58a6fb7c80b4d956c1c64	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	27	ffab0aaf622bb3cdb43007b0d90c4d0a34656a9c51350da61777824ec9b1e529	xlang-g0-trait-impl-topology-routing-v1
304	d33d335bab5199cf3e120df130c1e3df331031024bf235e1a2fad19ed4d9ac6c	be1a5ceff0e56f5b2689b9c325c228e6ef8952f201ab93b00303d09a977c2548	INTO_ITERATOR	TRAIT-INTOITER-01	BinaryHeap<T, A>	CLASS-HEAP	BinaryHeap implementers require heap repair semantics, with dense storage retained only as a predecessor.	F-HEAP	F-DENSE	NONE	F-HEAP	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	63ea38d27872363aeb37fae59a45ff46ea323c1116f1967c7719eb09b0836510	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	7	e170eed3e6333a5a90365f15d7ab03fee1ceff77bc8e3e508fef86e9e9633a03	xlang-g0-trait-impl-topology-routing-v1
305	e521c3e51d7032809360cf9cda06971a28ed2bb0ec45ad8a36bb2e12335461b8	f631f1623fca5d35bfeb6c5411efe36f70e33c98a109b75061a5a0bb950cc636	INTO_ITERATOR	TRAIT-INTOITER-01	LinkedList<T, A>	CLASS-LINKED	LinkedList implementers pass through the linked-composition gate after dense, identity, and recursive predecessors.	GATE-LINKED-COMPOSITION	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	NONE	GATE-LINKED-COMPOSITION	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	346e6ed77fde614e156b7cc4cc8051a3950750113e0fb395fe144f6c58acc801	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	14	568c3bd6f7ae28ba7012e943ab52521be1289b0352a9fbd2a0f5c7d58105af04	xlang-g0-trait-impl-topology-routing-v1
306	5fc2a3a1ca322c20900ce6dbe588b32326b4b0855f22722ab3e375a38bd069a1	f9aa73b7e81fcd497f38ba0933f762b0872ee5368ab0223c9243e5d8004bcd27	INTO_ITERATOR	TRAIT-INTOITER-01	Vec<T, A>	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	ab8acf6c62ca72102485d67776e7748d1e239cfab44388eb97d3a87b8e5c7527	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
