contract_id	family	rust_surfaces	pre_state	input_ownership	post_state_result	invalidation	failure_drop_abandonment	complexity	layout_identity_order	behavior_parameter	implementation_privilege_evidence	xlang_current_status	required_obligations	source_refs
HMAP-DISJOINT-01	hash_map_multi_access	HashMap::get_disjoint_mut	Valid map and N borrowed keys	Unique map borrow During each performed hash operation, the same stored BuildHasher S owner remains valid, but build_hasher may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root and every newly installed S leaf follows that relation. Each build_hasher call returns exactly one call-local H whose initial leaves and S's post-call leaves jointly follow the declared BuildHasher result and behavior-effect relations. A unique leaf transferred from S into H ends in S before becoming live in H and is never simultaneously live in both. The same H owner remains valid across Hash::hash and Hasher calls; those calls may end, replace, or move H leaves only under the declared Hasher behavior-effect relation. H is destroyed exactly once with its remaining state before that operation or lazy cursor step completes.	Array of optional unique value borrows, rejecting duplicate equivalent keys by panic in Rust contract	All outputs pairwise disjoint and tied to map. The HashMap/HashSet branch only call-scoped-reborrows its stored BuildHasher S; S remains owned by the same container and no payload/result provenance is derived from S. No S or H leaf may derive from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf stored in S may transfer with its independent external root. Surviving leaves retain exact roots and newly installed leaves follow the declared relations. S and H mint no payload, public-result, occupancy, liveness, uniqueness, equivalence, or check-elision authority; hash output may select a probe, destination, or Boolean result only under occupancy metadata and Eq.	Duplicate keys panic; missing keys yield None; no partial borrows on failure Every performed build_hasher call creates one H owner and destroys it exactly once with its remaining state after the required Hash/Hasher chain; zero-call paths create and destroy no H.	Expected O(N lookups + duplicate validation)	No order/address promise	Hash+Eq	Safe dynamic disjointness proof over lookup results	X	Duplicate-equivalence proof, pairwise unique provenance, hash adversary, and no partial result. Stored BuildHasher ownership, exact call-scoped reborrow, independent capture provenance, and no result retargeting through S. Require exact BuildHasher and Hasher behavior-effect relations, joint post-S/initial-H result provenance, unique-leaf transfer without simultaneous liveness, same-owner validity, exact H destruction, and the strict S/H fact firewall.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap member=get_disjoint_mut; pinned Rust 1.97.0 library/core/src/hash/mod.rs:258-357,637-656,694-701 BuildHasher/Hasher behavior, result, and call-local lifecycle; compiled temporary xlang_buildhasher_root_swap and xlang_buildhasher_transfer canaries
HMAP-INSERT-01	hash_map_mutation	HashMap::insert	Valid map	Moves K and V During each performed hash operation, the same stored BuildHasher S owner remains valid, but build_hasher may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root and every newly installed S leaf follows that relation. Each build_hasher call returns exactly one call-local H whose initial leaves and S's post-call leaves jointly follow the declared BuildHasher result and behavior-effect relations. A unique leaf transferred from S into H ends in S before becoming live in H and is never simultaneously live in both. The same H owner remains valid across Hash::hash and Hasher calls; those calls may end, replace, or move H leaves only under the declared Hasher behavior-effect relation. H is destroyed exactly once with its remaining state before that operation or lazy cursor step completes.	Absent key: offered K and V become the stored entry. Equivalent key: the existing canonical stored K remains, offered K is destroyed exactly once, offered V replaces stored V, and displaced V is returned as the sole old-value owner.	Rehash invalidates all entry addresses; replacement preserves canonical-key policy. The HashMap/HashSet branch only call-scoped-reborrows its stored BuildHasher S; S remains owned by the same container and no payload/result provenance is derived from S. No S or H leaf may derive from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf stored in S may transfer with its independent external root. Surviving leaves retain exact roots and newly installed leaves follow the declared relations. S and H mint no payload, public-result, occupancy, liveness, uniqueness, equivalence, or check-elision authority; hash output may select a probe, destination, or Boolean result only under occupancy metadata and Eq.	Growth failure must preserve offered affine K/V; old V returned exactly once Every performed build_hasher call creates one H owner and destroys it exactly once with its remaining state after the required Hash/Hasher chain; zero-call paths create and destroy no H.	Expected O(1) amortized	No iteration order; stored-key identity rules observable	Hash+Eq	Raw sparse-slot insertion and occupancy commit	X	Affine key/value ownership, duplicate resolution, failure atomicity, occupancy fact, and exact drops. Branch-exact absent storage, occupied offered-key destruction, offered-value storage, displaced-value return, and stored BuildHasher-state preservation. Stored BuildHasher ownership, exact call-scoped reborrow, independent capture provenance, and no result retargeting through S. Require exact BuildHasher and Hasher behavior-effect relations, joint post-S/initial-H result provenance, unique-leaf transfer without simultaneous liveness, same-owner validity, exact H destruction, and the strict S/H fact firewall.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap member=insert; pinned Rust 1.97.0 library/core/src/hash/mod.rs:258-357,637-656,694-701 BuildHasher/Hasher behavior, result, and call-local lifecycle; compiled temporary xlang_buildhasher_root_swap and xlang_buildhasher_transfer canaries
HMAP-REMOVE-01	hash_map_mutation	HashMap::{remove,remove_entry}	Valid map and borrowed key	Unique owner borrow During each performed hash operation, the same stored BuildHasher S owner remains valid, but build_hasher may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root and every newly installed S leaf follows that relation. Each build_hasher call returns exactly one call-local H whose initial leaves and S's post-call leaves jointly follow the declared BuildHasher result and behavior-effect relations. A unique leaf transferred from S into H ends in S before becoming live in H and is never simultaneously live in both. The same H owner remains valid across Hash::hash and Hasher calls; those calls may end, replace, or move H leaves only under the declared Hasher behavior-effect relation. H is destroyed exactly once with its remaining state before that operation or lazy cursor step completes.	Option<V> or Option<(K,V)> moved out. For remove, removed K is destroyed exactly once and V is returned; for remove_entry, K and V are both returned. Ordered endpoint pops return both roles and apply only to BTreeMap.	Removed slot becomes empty/deleted; entry identity invalid. The HashMap/HashSet branch only call-scoped-reborrows its stored BuildHasher S; S remains owned by the same container and no payload/result provenance is derived from S. No S or H leaf may derive from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf stored in S may transfer with its independent external root. Surviving leaves retain exact roots and newly installed leaves follow the declared relations. S and H mint no payload, public-result, occupancy, liveness, uniqueness, equivalence, or check-elision authority; hash output may select a probe, destination, or Boolean result only under occupancy metadata and Eq.	Missing returns None Every performed build_hasher call creates one H owner and destroys it exactly once with its remaining state after the required Hash/Hasher chain; zero-call paths create and destroy no H.	Expected O(1)	No order promise	Borrow<Q>, Hash, Eq	Raw move-out plus control-byte transition	X	Sparse occupancy invalidation, affine move-out, tombstone/resource bound, and exact drops. Member-exact removed-key destruction versus value-only or key/value-pair ownership return; no omitted role may be silently lost. Stored BuildHasher ownership, exact call-scoped reborrow, independent capture provenance, and no result retargeting through S. Require exact BuildHasher and Hasher behavior-effect relations, joint post-S/initial-H result provenance, unique-leaf transfer without simultaneous liveness, same-owner validity, exact H destruction, and the strict S/H fact firewall.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=remove,remove_entry; pinned Rust 1.97.0 library/core/src/hash/mod.rs:258-357,637-656,694-701 BuildHasher/Hasher behavior, result, and call-local lifecycle; compiled temporary xlang_buildhasher_root_swap and xlang_buildhasher_transfer canaries
HMAP-ITER-01	hash_map_iteration	HashMap::{iter,iter_mut,keys,values,values_mut,into_keys,into_values}; helpers=hash_map::{Iter,IterMut,IntoIter,Keys,Values,ValuesMut,IntoKeys,IntoValues}	Valid map	Shared, unique, or owning traversal	Borrowed members yield the declared K/V borrows. Owning IntoIter yields (K,V); IntoKeys yields K and destroys each omitted V exactly once; IntoValues yields V and destroys each omitted K exactly once.	Borrow retained; owning projections consume map and drop omitted component	Borrowed normal or repeated terminal None retains the map borrow. Owning terminal None has no remaining live K/V, but the hash-table allocation remains cursor-owned until destruction; unused or partial destruction drops every unyielded K/V and every omitted projection role exactly once. Owning conversion destroys stored BuildHasher state exactly once before returning the payload cursor. Proven last use may end only a borrowed entrance's pure source authority after all incompatible children end; any consuming-cursor payload, topology state, repair, or allocation disposition requires destruction or consuming close.	Currently O(capacity) full traversal in Rust 1.97, explicitly current implementation; contract order arbitrary	No order/address stability; every live entry exactly once	Projection and ownership mode	Control-byte scan gates payload reads; owning Drop uses raw sparse state	X	Occupancy fact, arbitrary-order contract, exact-once yield/drop, and complexity classification as current versus required; member-scoped bounded unique cursor reborrow; non-lending pairwise-live unique-Item disjointness. Projection-exact yielded-role ownership, omitted-role destruction, and abandonment cleanup. Preserve this family's exact central-allocation retention after terminal None and reject applying it to LinkedList or BTree owning cursors. Last-use release cannot discharge pending owned-state destruction, repair, or allocation disposition.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=iter,iter_mut,keys,values,values_mut,into_keys,into_values; src/std/collections/hash/map.rs.html#647; pinned Rust 1.97.0 library/core/src/iter/traits/iterator.rs:42-78 non-lending Item signature
HMAP-DRAIN-01	hash_map_owning_iteration	HashMap::{drain,clear}; helper=hash_map::Drain	Valid map	Unique borrow	Drain moves every (K,V) and retains allocation; clear drops entries	Drain construction makes the base map logically empty and moves the RawTable allocation into the cursor; all entry identities invalidate. First or repeated terminal None retains that empty allocation and source authority in the cursor. Stored BuildHasher S remains source-owned and unused.	Lazy cursor destruction from unused, partial, or terminal state drops every unyielded entry, clears control metadata, returns the empty allocation to the base map, and releases source authority. Eager clear drops all entries before return without moving or destroying S.	Currently O(capacity) scan plus O(len) drops	Arbitrary yield order	None	Raw drain swaps RawTableInner into cursor and NEW into the base; Drop destroys the remainder, clears metadata, and swaps the empty allocation back.	X	Occupancy fact, owning cleanup, retained-capacity state, and abandonment; returned-cursor-only source provenance with owned Item yields	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=drain,clear; pinned hashbrown 0.17.1 src/raw/mod.rs:1405-1429,4100-4163
HMAP-FILTER-01	hash_map_compaction	HashMap::{retain,extract_if}; helper=hash_map::ExtractIf	Valid map	Unique owner plus predicate; extract moves selected pairs; Lazy members consume F or Pattern into the returned cursor/searcher; eager members own the behavior value for the call.	Retain drops rejected; extract yields removed entries	Retain is eager. ExtractIf leaves sparse occupancy coherent after construction and every next call but keeps the map unavailable while cursor authority lives; each selected slot updates control bytes, item count, and growth metadata before yield. First or repeated terminal None retains F; stored S remains source-owned and unused.	Eager retain completes all mutation and destroys F before return. Lazy ExtractIf has no structural Drop repair; cursor destruction from unused, partial, or terminal state ends the borrow and destroys F exactly once. Stored S is never moved, destroyed, or used by either branch. Proven last use cannot close this cursor because retained owned F, Pattern/searcher, or RangeBounds state still requires exact destruction; cursor destruction or consuming close is required.	Currently O(capacity) scan	Arbitrary visitation/yield order	FnMut(&K,&mut V)->bool	Control-byte scan plus RawTable::remove completes occupancy/count/growth updates before returning each moved pair; ExtractIf has no Drop implementation.	X	Sparse metadata/payload agreement, predicate state, cursor abandonment, exact drops, and tombstone bound; returned-cursor-only source provenance with owned Item yields; stored-borrow preservation for arbitrary retained T, F, State, or cached Item fields; exact once destruction of owned callable, pattern, or searcher state; retain and extract_if preserve the exact source-owned BuildHasher S through eager completion, unused/partial/exhausted cursor states, and cursor destruction, with no slot-live, payload, cursor, or yielded-item authority through S Last-use release cannot discharge pending owned-state destruction, repair, or allocation disposition.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=retain,extract_if; pinned hashbrown 0.17.1 src/map.rs:182-185,896-908,955-965,2588-2611 and src/raw/mod.rs:768-797,3224-3288,4319-4338
HSET-META-01	hash_set	HashSet::{new,with_hasher,with_capacity,with_capacity_and_hasher,len,is_empty,capacity,hasher}	No owner or valid hash set	Constructor branches consume optional capacity and the owned hash builder; len, is_empty, capacity, and hasher borrow an existing set	Constructors return an empty set owner; len, is_empty, and capacity return scalars; only hasher returns a shared hash-builder borrow	Only the hasher result borrow is tied to the receiver set; constructors and scalar-query branches mint no result borrow	Allocating constructors expose no recoverable failure result: checked capacity failure is an EFF-4 trap and current OOM is the OP-9 TCB-level divergent policy edge. Eventual owner destruction exactly drops stored builder and live payloads and releases backing allocations	O(1) except allocation/seed	Unique values; arbitrary order/address	BuildHasher	Set shares hash-map sparse machinery	X	Hash-map basis, uniqueness, adversarial policy, exact drop, and capacity; result-borrow provenance Do not invent a recoverable allocator result under current OP-9.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=new,with_hasher,with_capacity,with_capacity_and_hasher,len,is_empty,capacity,hasher; pinned Rust 1.97.0 library/std/src/collections/hash/set.rs:169-170,278-280
HSET-RESERVE-01	hash_set_growth	HashSet::{reserve,try_reserve,shrink_to,shrink_to_fit}; TryReserveError	Valid set	Unique owner plus capacity request During each performed hash operation, the same stored BuildHasher S owner remains valid, but build_hasher may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root and every newly installed S leaf follows that relation. Each build_hasher call returns exactly one call-local H whose initial leaves and S's post-call leaves jointly follow the declared BuildHasher result and behavior-effect relations. A unique leaf transferred from S into H ends in S before becoming live in H and is never simultaneously live in both. The same H owner remains valid across Hash::hash and Hasher calls; those calls may end, replace, or move H leaves only under the declared Hasher behavior-effect relation. H is destroyed exactly once with its remaining state before that operation or lazy cursor step completes.	Capacity changes while logical value ownership and membership are preserved; stored behavior-state leaf maps may evolve under declared relations	Rehash invalidates addresses. The HashMap/HashSet branch only call-scoped-reborrows its stored BuildHasher S; S remains owned by the same container and no payload/result provenance is derived from S. No S or H leaf may derive from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf stored in S may transfer with its independent external root. Surviving leaves retain exact roots and newly installed leaves follow the declared relations. S and H mint no payload, public-result, occupancy, liveness, uniqueness, equivalence, or check-elision authority; hash output may select a probe, destination, or Boolean result only under occupancy metadata and Eq.	Trapping/recoverable forms distinct; try error preserves set Every performed build_hasher call creates one H owner and destroys it exactly once with its remaining state after the required Hash/Hasher chain; zero-call paths create and destroy no H.	Expected O(n) rehash	Arbitrary order	Hash+Eq and growth policy	Raw sparse rehash	X	Failure-atomic affine rehash, occupancy fact, exact drops, and error taxonomy. Stored BuildHasher ownership, exact call-scoped reborrow, independent capture provenance, and no result retargeting through S. Require exact BuildHasher and Hasher behavior-effect relations, joint post-S/initial-H result provenance, unique-leaf transfer without simultaneous liveness, same-owner validity, exact H destruction, and the strict S/H fact firewall.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=reserve,try_reserve,shrink_to,shrink_to_fit; pinned Rust 1.97.0 library/core/src/hash/mod.rs:258-357,637-656,694-701 BuildHasher/Hasher behavior, result, and call-local lifecycle; compiled temporary xlang_buildhasher_root_swap and xlang_buildhasher_transfer canaries
HSET-LOOKUP-01	hash_set_lookup	HashSet::{contains,get}	Valid set and borrowed value	Shared borrow During each performed hash operation, the same stored BuildHasher S owner remains valid, but build_hasher may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root and every newly installed S leaf follows that relation. Each build_hasher call returns exactly one call-local H whose initial leaves and S's post-call leaves jointly follow the declared BuildHasher result and behavior-effect relations. A unique leaf transferred from S into H ends in S before becoming live in H and is never simultaneously live in both. The same H owner remains valid across Hash::hash and Hasher calls; those calls may end, replace, or move H leaves only under the declared Hasher behavior-effect relation. H is destroyed exactly once with its remaining state before that operation or lazy cursor step completes.	Boolean or canonical stored value borrow	Returned borrow tied to set. The HashMap/HashSet branch only call-scoped-reborrows its stored BuildHasher S; S remains owned by the same container and no payload/result provenance is derived from S. No S or H leaf may derive from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf stored in S may transfer with its independent external root. Surviving leaves retain exact roots and newly installed leaves follow the declared relations. S and H mint no payload, public-result, occupancy, liveness, uniqueness, equivalence, or check-elision authority; hash output may select a probe, destination, or Boolean result only under occupancy metadata and Eq.	Missing returns false/None Every performed build_hasher call creates one H owner and destroys it exactly once with its remaining state after the required Hash/Hasher chain; zero-call paths create and destroy no H.	Expected O(1)	Stored identity observable; no order	Borrow<Q>, Hash, Eq	Sparse probe	X	Hash/equality laws, borrowed lookup, occupancy fact, and adversary bound. Stored BuildHasher ownership, exact call-scoped reborrow, independent capture provenance, and no result retargeting through S. Require exact BuildHasher and Hasher behavior-effect relations, joint post-S/initial-H result provenance, unique-leaf transfer without simultaneous liveness, same-owner validity, exact H destruction, and the strict S/H fact firewall.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=contains,get; pinned Rust 1.97.0 library/core/src/hash/mod.rs:258-357,637-656,694-701 BuildHasher/Hasher behavior, result, and call-local lifecycle; compiled temporary xlang_buildhasher_root_swap and xlang_buildhasher_transfer canaries
HSET-INSERT-01	hash_set_mutation	HashSet::{insert,replace}	Valid set and owned T	Moves T During each performed hash operation, the same stored BuildHasher S owner remains valid, but build_hasher may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root and every newly installed S leaf follows that relation. Each build_hasher call returns exactly one call-local H whose initial leaves and S's post-call leaves jointly follow the declared BuildHasher result and behavior-effect relations. A unique leaf transferred from S into H ends in S before becoming live in H and is never simultaneously live in both. The same H owner remains valid across Hash::hash and Hasher calls; those calls may end, replace, or move H leaves only under the declared Hasher behavior-effect relation. H is destroyed exactly once with its remaining state before that operation or lazy cursor step completes.	Novel insert stores offered T and returns true. Duplicate insert returns false and destroys offered T exactly once. Absent replace stores offered T and returns None; present replace stores offered T and returns the displaced canonical T.	Rehash invalidates positions. The HashMap/HashSet branch only call-scoped-reborrows its stored BuildHasher S; S remains owned by the same container and no payload/result provenance is derived from S. No S or H leaf may derive from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf stored in S may transfer with its independent external root. Surviving leaves retain exact roots and newly installed leaves follow the declared relations. S and H mint no payload, public-result, occupancy, liveness, uniqueness, equivalence, or check-elision authority; hash output may select a probe, destination, or Boolean result only under occupancy metadata and Eq.	Growth failure preserves offered T; replacement exact ownership Every performed build_hasher call creates one H owner and destroys it exactly once with its remaining state after the required Hash/Hasher chain; zero-call paths create and destroy no H.	Expected O(1) amortized	No order; canonical stored identity rules observable	Hash+Eq	Raw sparse insertion/replacement	X	Affine offered/returned ownership, uniqueness, failure atomicity, occupancy fact, and exact drop. Separate novel storage, duplicate offered-value destruction, absent replacement storage, present replacement storage, and displaced-value return. Stored BuildHasher ownership, exact call-scoped reborrow, independent capture provenance, and no result retargeting through S. Require exact BuildHasher and Hasher behavior-effect relations, joint post-S/initial-H result provenance, unique-leaf transfer without simultaneous liveness, same-owner validity, exact H destruction, and the strict S/H fact firewall.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=insert,replace; pinned Rust 1.97.0 library/core/src/hash/mod.rs:258-357,637-656,694-701 BuildHasher/Hasher behavior, result, and call-local lifecycle; compiled temporary xlang_buildhasher_root_swap and xlang_buildhasher_transfer canaries
HSET-REMOVE-01	hash_set_mutation	HashSet::{remove,take}	Valid set and borrowed value	Unique owner borrow During each performed hash operation, the same stored BuildHasher S owner remains valid, but build_hasher may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root and every newly installed S leaf follows that relation. Each build_hasher call returns exactly one call-local H whose initial leaves and S's post-call leaves jointly follow the declared BuildHasher result and behavior-effect relations. A unique leaf transferred from S into H ends in S before becoming live in H and is never simultaneously live in both. The same H owner remains valid across Hash::hash and Hasher calls; those calls may end, replace, or move H leaves only under the declared Hasher behavior-effect relation. H is destroyed exactly once with its remaining state before that operation or lazy cursor step completes.	Boolean or Option<T> moved out. remove returns only a boolean and destroys the matched stored T exactly once; take returns T as the sole owner. Ordered endpoint pops return T and apply only to BTreeSet.	Slot occupancy changes; removed identity invalid. The HashMap/HashSet branch only call-scoped-reborrows its stored BuildHasher S; S remains owned by the same container and no payload/result provenance is derived from S. No S or H leaf may derive from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf stored in S may transfer with its independent external root. Surviving leaves retain exact roots and newly installed leaves follow the declared relations. S and H mint no payload, public-result, occupancy, liveness, uniqueness, equivalence, or check-elision authority; hash output may select a probe, destination, or Boolean result only under occupancy metadata and Eq.	Missing returns false/None Every performed build_hasher call creates one H owner and destroys it exactly once with its remaining state after the required Hash/Hasher chain; zero-call paths create and destroy no H.	Expected O(1)	No order	Borrow<Q>, Hash, Eq	Raw sparse move-out/control update	X	Affine move-out, tombstone/resource bound, occupancy invalidation, and exact drops. Member-exact stored-value destruction versus returned-value ownership; a boolean remove is not an owned-result branch. Stored BuildHasher ownership, exact call-scoped reborrow, independent capture provenance, and no result retargeting through S. Require exact BuildHasher and Hasher behavior-effect relations, joint post-S/initial-H result provenance, unique-leaf transfer without simultaneous liveness, same-owner validity, exact H destruction, and the strict S/H fact firewall.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=remove,take; pinned Rust 1.97.0 library/core/src/hash/mod.rs:258-357,637-656,694-701 BuildHasher/Hasher behavior, result, and call-local lifecycle; compiled temporary xlang_buildhasher_root_swap and xlang_buildhasher_transfer canaries
HSET-ITER-01	hash_set_iteration	HashSet::iter; helpers=hash_set::{Iter,IntoIter}	Valid set	Shared or owning traversal	Every value once in arbitrary order	Borrow retained; owning iterator consumes set	Borrowed normal or repeated terminal None retains the set borrow. Owning terminal None has no remaining live T, but the hash-table allocation remains cursor-owned until destruction; unused or partial destruction drops every unyielded value exactly once. Owning conversion destroys stored BuildHasher state exactly once before returning the payload cursor. Proven last use may end only a borrowed entrance's pure source authority after all incompatible children end; any consuming-cursor payload, topology state, repair, or allocation disposition requires destruction or consuming close.	Currently O(capacity) full scan	Arbitrary order and no address stability	Ownership mode	Sparse control scan and Drop	X	Occupancy fact, exact-once yield/drop, arbitrary order, and current-versus-required complexity Preserve this family's exact central-allocation retention after terminal None and reject applying it to LinkedList or BTree owning cursors. Last-use release cannot discharge pending owned-state destruction, repair, or allocation disposition.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet member=iter
HSET-DRAIN-01	hash_set_owning_iteration	HashSet::{drain,clear}; helper=hash_set::Drain	Valid set	Unique borrow	Drain moves every T retaining allocation; clear drops all	Drain construction makes the base set logically empty and moves the RawTable allocation into the cursor; all value identities invalidate. First or repeated terminal None retains that empty allocation and source authority in the cursor. Stored BuildHasher S remains source-owned and unused.	Lazy cursor destruction from unused, partial, or terminal state drops every unyielded value, clears control metadata, returns the empty allocation to the base set, and releases source authority. Eager clear drops all values before return without moving or destroying S.	Currently O(capacity) scan	Arbitrary yield order	None	Set drain delegates to raw table drain: RawTableInner moves into cursor and returns empty to the base only from Drop after remainder destruction and metadata clear.	X	Occupancy fact, exact cleanup, retained allocation, and abandonment; returned-cursor-only source provenance with owned Item yields	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=drain,clear; pinned hashbrown 0.17.1 src/raw/mod.rs:1405-1429,4100-4163
HSET-FILTER-01	hash_set_compaction	HashSet::{retain,extract_if}; helper=hash_set::ExtractIf	Valid set	Unique owner plus predicate; Lazy members consume F or Pattern into the returned cursor/searcher; eager members own the behavior value for the call.	Retain drops rejected; extract yields moved T	Retain is eager. ExtractIf leaves sparse occupancy coherent after construction and every next call but keeps the set unavailable while cursor authority lives; each selected slot updates control bytes, item count, and growth metadata before yield. First or repeated terminal None retains F; stored S remains source-owned and unused.	Eager retain completes all mutation and destroys F before return. Lazy ExtractIf has no structural Drop repair; cursor destruction from unused, partial, or terminal state ends the borrow and destroys F exactly once. Stored S is never moved, destroyed, or used by either branch. Proven last use cannot close this cursor because retained owned F, Pattern/searcher, or RangeBounds state still requires exact destruction; cursor destruction or consuming close is required.	Currently O(capacity)	Arbitrary visitation/yield order	FnMut(&T)->bool	Set filtering delegates to map/raw extraction; RawTable::remove completes occupancy/count/growth updates before returning each moved value; ExtractIf has no Drop implementation.	X	Occupancy fact, predicate state, cursor abandonment, exact drops, and tombstone bound; returned-cursor-only source provenance with owned Item yields; stored-borrow preservation for arbitrary retained T, F, State, or cached Item fields; exact once destruction of owned callable, pattern, or searcher state; retain and extract_if preserve the exact source-owned BuildHasher S through eager completion, unused/partial/exhausted cursor states, and cursor destruction, with no slot-live, payload, cursor, or yielded-item authority through S Last-use release cannot discharge pending owned-state destruction, repair, or allocation disposition.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=retain,extract_if; pinned hashbrown 0.17.1 src/set.rs:1658-1662; src/map.rs:182-185,896-908,955-965,2588-2611; src/raw/mod.rs:768-797,3224-3288,4319-4338
STRING-META-01	owned_utf8_text	String::{new,with_capacity,len,is_empty,capacity}	No owner or valid String	Optional byte capacity	Empty owner or metadata values	None	Capacity overflow/OOM for allocating constructor	O(1) except allocation	Contiguous valid UTF-8 byte prefix and spare capacity	Requested byte capacity	Safe surface over Vec<u8> plus validity invariant	X	Dense byte sequence, UTF-8 invariant, checked capacity, exact drop, and no initialized spare bytes	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=new,with_capacity,len,is_empty,capacity; https://doc.rust-lang.org/1.97.0/std/string/struct.String.html
STRING-VIEW-01	owned_utf8_text_view	String::{as_str,as_mut_str,as_bytes}	Valid String	Shared or unique owner borrow	Validated text view or shared encoded-byte view	Borrow blocks growth; mutable text view permits only validity-preserving operations	Total	O(1)	Same bytes/order/address for borrow lifetime	View invariant strength	Safe invariant-preserving views	X	Validated-text type, no mutable byte escape, prefix occupancy, and provenance	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=as_str,as_mut_str,as_bytes
STRING-RESERVE-01	owned_utf8_text_growth	String::{reserve,reserve_exact,try_reserve,try_reserve_exact,shrink_to,shrink_to_fit}; TryReserveError	Valid String	Unique owner plus byte capacity request	Capacity changes; text bytes/value preserved	Reallocation invalidates all text/byte views	Trapping/OOM and recoverable forms distinct; try failure preserves text	O(n) relocation on resize; amortized append policy	Contiguous bytes/order retained; address may change	Growth policy	Raw Vec<u8> relocation beneath UTF-8 invariant	X	Failure-atomic relocation, error taxonomy, validity preservation, and no spare exposure	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=reserve,reserve_exact,try_reserve,try_reserve_exact,shrink_to,shrink_to_fit
