canonical_key	representative_path	item_kind	member_kind	member_name	caller_safety	surface_evidence_status	surface_evidence_reason	rule_id	domain_id	domain	canonical_contract_id	need_route_kind	need_route_id	need_route_reason	required_frame_ids	safe_displacement_id	ng_authority_reason	canonical_route_or_blocked_claim
src/core/num/nonzero.rs.html#2527|provided_or_inherent_method|count_ones	core::num::NonZero	struct	provided_or_inherent_method	count_ones	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2539|provided_or_inherent_method|count_ones	core::num::NonZero	struct	provided_or_inherent_method	count_ones	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2551|provided_or_inherent_method|count_ones	core::num::NonZero	struct	provided_or_inherent_method	count_ones	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2563|provided_or_inherent_method|count_ones	core::num::NonZero	struct	provided_or_inherent_method	count_ones	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2602|provided_or_inherent_method|count_ones	core::num::NonZero	struct	provided_or_inherent_method	count_ones	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2416|provided_or_inherent_method|div_ceil	core::num::NonZero	struct	provided_or_inherent_method	div_ceil	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2428|provided_or_inherent_method|div_ceil	core::num::NonZero	struct	provided_or_inherent_method	div_ceil	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2440|provided_or_inherent_method|div_ceil	core::num::NonZero	struct	provided_or_inherent_method	div_ceil	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2452|provided_or_inherent_method|div_ceil	core::num::NonZero	struct	provided_or_inherent_method	div_ceil	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2464|provided_or_inherent_method|div_ceil	core::num::NonZero	struct	provided_or_inherent_method	div_ceil	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2503|provided_or_inherent_method|div_ceil	core::num::NonZero	struct	provided_or_inherent_method	div_ceil	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#483|provided_or_inherent_method|get	core::num::NonZero	struct	provided_or_inherent_method	get	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2416|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2428|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2440|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2452|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2464|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2503|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2515|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2527|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2539|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2551|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2563|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2602|provided_or_inherent_method|highest_one	core::num::NonZero	struct	provided_or_inherent_method	highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2416|provided_or_inherent_method|ilog10	core::num::NonZero	struct	provided_or_inherent_method	ilog10	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2428|provided_or_inherent_method|ilog10	core::num::NonZero	struct	provided_or_inherent_method	ilog10	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2440|provided_or_inherent_method|ilog10	core::num::NonZero	struct	provided_or_inherent_method	ilog10	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2452|provided_or_inherent_method|ilog10	core::num::NonZero	struct	provided_or_inherent_method	ilog10	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2464|provided_or_inherent_method|ilog10	core::num::NonZero	struct	provided_or_inherent_method	ilog10	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2503|provided_or_inherent_method|ilog10	core::num::NonZero	struct	provided_or_inherent_method	ilog10	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2416|provided_or_inherent_method|ilog2	core::num::NonZero	struct	provided_or_inherent_method	ilog2	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2428|provided_or_inherent_method|ilog2	core::num::NonZero	struct	provided_or_inherent_method	ilog2	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2440|provided_or_inherent_method|ilog2	core::num::NonZero	struct	provided_or_inherent_method	ilog2	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2452|provided_or_inherent_method|ilog2	core::num::NonZero	struct	provided_or_inherent_method	ilog2	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2464|provided_or_inherent_method|ilog2	core::num::NonZero	struct	provided_or_inherent_method	ilog2	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2503|provided_or_inherent_method|ilog2	core::num::NonZero	struct	provided_or_inherent_method	ilog2	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2515|provided_or_inherent_method|is_negative	core::num::NonZero	struct	provided_or_inherent_method	is_negative	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2527|provided_or_inherent_method|is_negative	core::num::NonZero	struct	provided_or_inherent_method	is_negative	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2539|provided_or_inherent_method|is_negative	core::num::NonZero	struct	provided_or_inherent_method	is_negative	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2551|provided_or_inherent_method|is_negative	core::num::NonZero	struct	provided_or_inherent_method	is_negative	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2563|provided_or_inherent_method|is_negative	core::num::NonZero	struct	provided_or_inherent_method	is_negative	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2602|provided_or_inherent_method|is_negative	core::num::NonZero	struct	provided_or_inherent_method	is_negative	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2515|provided_or_inherent_method|is_positive	core::num::NonZero	struct	provided_or_inherent_method	is_positive	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2527|provided_or_inherent_method|is_positive	core::num::NonZero	struct	provided_or_inherent_method	is_positive	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2539|provided_or_inherent_method|is_positive	core::num::NonZero	struct	provided_or_inherent_method	is_positive	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2551|provided_or_inherent_method|is_positive	core::num::NonZero	struct	provided_or_inherent_method	is_positive	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2563|provided_or_inherent_method|is_positive	core::num::NonZero	struct	provided_or_inherent_method	is_positive	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2602|provided_or_inherent_method|is_positive	core::num::NonZero	struct	provided_or_inherent_method	is_positive	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2416|provided_or_inherent_method|is_power_of_two	core::num::NonZero	struct	provided_or_inherent_method	is_power_of_two	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2428|provided_or_inherent_method|is_power_of_two	core::num::NonZero	struct	provided_or_inherent_method	is_power_of_two	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2440|provided_or_inherent_method|is_power_of_two	core::num::NonZero	struct	provided_or_inherent_method	is_power_of_two	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2452|provided_or_inherent_method|is_power_of_two	core::num::NonZero	struct	provided_or_inherent_method	is_power_of_two	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2464|provided_or_inherent_method|is_power_of_two	core::num::NonZero	struct	provided_or_inherent_method	is_power_of_two	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2503|provided_or_inherent_method|is_power_of_two	core::num::NonZero	struct	provided_or_inherent_method	is_power_of_two	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2416|provided_or_inherent_method|isolate_highest_one	core::num::NonZero	struct	provided_or_inherent_method	isolate_highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2428|provided_or_inherent_method|isolate_highest_one	core::num::NonZero	struct	provided_or_inherent_method	isolate_highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2440|provided_or_inherent_method|isolate_highest_one	core::num::NonZero	struct	provided_or_inherent_method	isolate_highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2452|provided_or_inherent_method|isolate_highest_one	core::num::NonZero	struct	provided_or_inherent_method	isolate_highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2464|provided_or_inherent_method|isolate_highest_one	core::num::NonZero	struct	provided_or_inherent_method	isolate_highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2503|provided_or_inherent_method|isolate_highest_one	core::num::NonZero	struct	provided_or_inherent_method	isolate_highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
src/core/num/nonzero.rs.html#2515|provided_or_inherent_method|isolate_highest_one	core::num::NonZero	struct	provided_or_inherent_method	isolate_highest_one	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-NUMERIC-CORE	D01	numeric values and algorithms		LATER_FAMILY	FAMILY:D01:COMPLETE-NUMERICS	complete numeric, floating, and target-sensitive behavior requires D01 closure				Protect current checked scalar operations; broad numeric/libm work needs a numeric lock.
