cluster_ordinal	cluster_id	family	semantic_class	importability	refinement_policy	evidence_universe_policy	allowed_evidence_dispositions	prohibited_direct_uses	census_row_sha256	derivation_row_sha256	policy_version
65	BOX-DOWNCAST-01	type_erased_owner	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	8414080acd88121fd57b7ebd60997380e949fe8a5fdf8b74521fefeef99ed75a	560bdc8244e27a77e525f554bfe321e9d287a4426d86283fd06bbda1bc825d3b	xlang-g0-coverage-cluster-policy-v1
66	BOX-INIT-01	partial_initialization	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	3443f409f5309239dd8a30cae1c8923b0d4c005fc2459885ec70f22b657aaf9a	8d6fc350baae049732e5d80182beda21687551d01de932eb2345a7664d48ddb4	xlang-g0-coverage-cluster-policy-v1
67	SEQ-META-01	dense_sequence	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	8f0187fe11cdc6ddd336e269181a5457ab10c87678b99ead498b1c51f03a47b4	3225b65b709a9cfaf57da767219d9fd843221751fc2f8bf3770a971a9d0baaf8	xlang-g0-coverage-cluster-policy-v1
68	SEQ-RESERVE-01	dense_sequence_growth	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	361c6b400de693ced20c1c4efd86d8b86c9973952d3d6b0d1d8e4e20d8023b85	40810f851586ba6573b5d334fc4b09a9a9394b42f6240eeff3ef7bc2dade00ba	xlang-g0-coverage-cluster-policy-v1
69	SEQ-TRY-RESERVE-01	dense_sequence_growth	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	7130ae83faf054a6dee322076e5b6abdc2a4f3ab6f28ed92179cc2148cb0579b	963508b6e47ce6efbca84ebf801b144332dad0d70e9c1e047c77ba7d8deeca69	xlang-g0-coverage-cluster-policy-v1
70	SEQ-SHRINK-01	dense_sequence_growth	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	261dfd4fa185dd2a6e4a263e4dea4cfd6b5a8f232e345272c4a22af5b4378c5a	8866e2d72ff48f2a719b0c00f2e7c518b97cb0ce08562640d776968c3139b95a	xlang-g0-coverage-cluster-policy-v1
71	SEQ-VIEW-01	dense_sequence_view	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	a009045d2c9dbd1fd2bb0ab964862f333481aeef8c5b0f0353e27b5b05f86e30	3c6a392c149fe54905d6aa3a753f1b50a3e1a3c6a2b1d8cba5caa14e25e7ef41	xlang-g0-coverage-cluster-policy-v1
72	SEQ-PUSH-01	dense_sequence_insert	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	9814a0d51f9655ae762b7c856fd079fca16a7774c00354da2e780c196c9ed6c8	ed57a7f755c7218de41ac8d735a010eff582c9573bd98b57205326ee580da97e	xlang-g0-coverage-cluster-policy-v1
73	SEQ-INSERT-01	dense_sequence_insert	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	05b7f69f90f81e7309208a136b6d45c3bc50ee13b225a4bb4ef0155c893ef993	4c79583fb519044add262d745a9143caec71e50546ffd04761a06591ac305a6a	xlang-g0-coverage-cluster-policy-v1
74	SEQ-POP-01	dense_sequence_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	dbdd481087c2f2e257424b7f7305acaac508171b2ab0973df289af1835233fde	e6f8bb9a8d15c70d74a6cc8c4d732fc5b610162af480e3fa5689f5656ca75e04	xlang-g0-coverage-cluster-policy-v1
75	SEQ-REMOVE-01	dense_sequence_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	bc0bdfbe978951e678af66a5765637b750fcfdbed85be6a4e98d1005ce0c27cb	27662fdfb269467d403c8eb52fc4bfc77edb52ba35c7b28e3ee04b537f40ec62	xlang-g0-coverage-cluster-policy-v1
76	SEQ-APPEND-01	dense_sequence_bulk_move	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d9dd7ba2dc03c3cf417494d575e2b1e9eebbc575bd786db0fbcfb4d4b5679ea0	d3e9bba68987d24b331acee2bd223f97fdccac7b1551c1883223456664a8caaa	xlang-g0-coverage-cluster-policy-v1
77	SEQ-EXTEND-COPY-01	dense_sequence_bulk_insert	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	32c9b69fd76ab4779970e107a447346034f9a7c5f895d762178e7c20dbab9141	c45c23a9a9ba86d96cded9dd0945a5020638f77632b9e52f4d8252c4ebe971d4	xlang-g0-coverage-cluster-policy-v1
78	SEQ-RESIZE-01	dense_sequence_resize	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d05db2a89ae689bfa8cf10e73ac647f39831a8e50d3c87c5c6fc895f259a283e	99fffa75b1c7cf4ec6bdb95593bfd33f7f05201d3b71e188a4577d4349841390	xlang-g0-coverage-cluster-policy-v1
79	SEQ-TRUNCATE-01	dense_sequence_drop	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	3cbf4b34c78c1f2d8b0be1d6ee91d0296ca9b4da7c9ecab2234d7ad119eac1bc	123928d3c63bf698ae85c093372c2a78452fd613f26259035a854ff509c92b51	xlang-g0-coverage-cluster-policy-v1
80	SEQ-RETAIN-01	dense_sequence_compaction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	4fdadc2c9eb0552d435ede9a27f802e927c7ccbfdc0df17ef749980882ff8406	da90bb3f99a2bbfc7f956902a0cf9a25535a2ea3d5958727cbceb1b8b252e5a7	xlang-g0-coverage-cluster-policy-v1
81	SEQ-DEDUP-01	dense_sequence_compaction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	e50620c574c7fcc207d7913474539b2008cecdf3ae24838d4f9ab8acdcd2b691	da5e934c58a95c461485cd0008f532efe7e1ac5f2480150e47f6fe16e200551c	xlang-g0-coverage-cluster-policy-v1
82	SEQ-DRAIN-01	dense_sequence_lazy_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	0f5fe7d3b0f8af78603156cbf21ea6848193ada4b49b65f1df27fbeecbf4d03a	f3ce3b9b7dbc271350c5b6c35deefbf9786b5b286fc9718c3e6d6eb917e4ff4a	xlang-g0-coverage-cluster-policy-v1
83	SEQ-EXTRACT-01	dense_sequence_lazy_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	4eccdba64509b8ea03d999b922419a922bdd61c3a7b0ef084f53d8a458499d0a	3d32268ee405fabad020c29ab552741f46388106bbce020853a2a09fc4716fb1	xlang-g0-coverage-cluster-policy-v1
84	SEQ-SPLICE-01	dense_sequence_lazy_replace	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	f41dcc68883201365281b5db8e09e9adf0c92fbf89524e0521ef5c6fd1356b50	e9841c5d544f5ee269bf7e849b2bc552a3d369095bc0820a5e96328598e829c4	xlang-g0-coverage-cluster-policy-v1
85	SEQ-SPLIT-01	dense_sequence_partition	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	f41fe51643169a85127ba2cb426e4e01ee7401517a75b4148b2c0575d30b0d7d	d8587fa7723541f0cdbcb2d8bc042ee08aa59fc81b49d54c84a8561863879536	xlang-g0-coverage-cluster-policy-v1
86	SEQ-CONVERT-01	dense_sequence_owner_conversion	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	818ca9997a28445536b18ae111778ec8419d5882635912bec4f07214f2b28432	30fa8ef017282bac66141ae4482273e425048fdaccc3f94a3090cffa3797917d	xlang-g0-coverage-cluster-policy-v1
87	DEQUE-META-01	deque	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	653bd4e3a2e14d08f18306957668d5749bcab992f069bcb7dd7fa1bde618606c	9f1c534947340aad2c2bf70ac0aa069400b559729777903aa83cefd12062bbfc	xlang-g0-coverage-cluster-policy-v1
88	DEQUE-RESERVE-01	deque_growth	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	3ddff47872e10fdb8198b33ee7af4ca49accd2aaec5a8810c4676f4b705c2a3b	f446e4a95a9db0e2347d4d0a1041308da848c544ddcc0f4dc20954fb35593352	xlang-g0-coverage-cluster-policy-v1
89	DEQUE-VIEW-01	deque_view	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	90eca642547e8a91d6e965a2c737d1ac57a65c04b315aa21107870a0d3fb9d62	f0bc57f5ae67f1d214ff2a6190604450a65f2aab83ac836eac1e93df0bc953f9	xlang-g0-coverage-cluster-policy-v1
90	DEQUE-CONTIG-01	deque_relayout	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	0cf7587b26adf3097b9f1a8eef1f3354cc2cf46679fdf74eb7a656226448a240	6a0932bae913367b1e54afd72e8106c9f54c012ee33d4edc67146c3fc71cd21f	xlang-g0-coverage-cluster-policy-v1
91	DEQUE-ACCESS-01	deque_access	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	42982a2e4000b834483509c7c2f32dd8f3f10c805c14d95814d804f92350a020	7b3d28acf720e0e4bcabf6cd23d4a9f285a5f57bef2dde723fd5bdd55b57b54e	xlang-g0-coverage-cluster-policy-v1
92	DEQUE-RANGE-01	deque_view	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	4ca37365f3a719f851fc78db0f5b7713537dd3fbf8d7e67974c759c7434963e9	df45a1d0e4d48b0d6638e7b23d9d4a96fe7c5c83b9335dce983c62c3ce9e8a22	xlang-g0-coverage-cluster-policy-v1
93	DEQUE-ITER-01	deque_iteration	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	784b7d14f65ab79b2fcb8054e9479e6754ef73c1227367b5cb9c33ab42212249	70626a41a1ef51bfa7bca6f19086756bf7e42952670e25691320ffe9c2f53889	xlang-g0-coverage-cluster-policy-v1
94	DEQUE-PUSH-01	deque_insert	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	afb8a5c211660bfa518a3a5def9208a6639ce8edf8ee1b25f190affe7fcebdc7	94ac90a5a94c6d47c93db9e7509b2ce74d1773992177c8452a2de55ed8e92169	xlang-g0-coverage-cluster-policy-v1
95	DEQUE-POP-01	deque_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	26e58cfb8c7e8d39f26b45f1d2a05f9f4a0a1d12786d24876cedc4172a99b802	1464ade544b5dedb7f3ff3fb05c90084ae36fe0dfe8a6b5af336141af785034e	xlang-g0-coverage-cluster-policy-v1
96	DEQUE-INSERT-01	deque_insert	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	c4cd1ec0e8530b65dd86cbcd57e32ae1dc4c6653e185798806ecf91b10cdb5aa	34e1aa1dbe1e80d0526a589724f81793d1d1dc862b70babd6484b5ded201bc35	xlang-g0-coverage-cluster-policy-v1
